candidate,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,SWITCH_BUFFER,MAX_LEV,SCORE_MIN,SCORE_MAX,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,asset_switches,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,cost_total,qqq_days,gld_days,buffer_blocked_days
switch_1.16,0.3,0.25,20,1.16,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347498,0.21071846571644542,2.9549111565006374,-0.11090903893083892,0.8214001545347498,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.17,0.3,0.25,20,1.17,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.1991449118196622,0.18849752527747665,1.0582472067736275,-0.25846430549307087,6.14195509521429,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9699804471780153,1.5,0.3425015302906194,1144,692,31
switch_1.17,0.3,0.25,20,1.17,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19735747562467876,0.18917749538355919,1.0472850343213764,-0.25846430549307087,5.0567312055306814,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9782795778142004,1.5,0.322728569640326,1081,629,29
switch_1.17,0.3,0.25,20,1.17,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2535638960412214,0.19765049995034198,1.2428758395388706,-0.25846430549307087,2.0955111844815684,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497190601134099,1.5,0.16133808712987358,462,363,13
switch_1.17,0.3,0.25,20,1.17,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304809,0.20479093136166296,1.6472917246171028,-0.24388952783226925,1.581385747956638,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172664,1.5,0.10150386928872018,295,247,9
switch_1.17,0.3,0.25,20,1.17,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347485,0.2107184657164455,2.9549111565006396,-0.11090903893083881,0.8214001545347485,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.18,0.3,0.25,20,1.18,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.1991449118196622,0.18849752527747665,1.0582472067736275,-0.25846430549307087,6.14195509521429,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9699804471780153,1.5,0.3425015302906194,1144,692,31
switch_1.18,0.3,0.25,20,1.18,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19735747562467876,0.18917749538355919,1.0472850343213764,-0.25846430549307087,5.0567312055306814,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9782795778142004,1.5,0.322728569640326,1081,629,29
switch_1.18,0.3,0.25,20,1.18,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2535638960412214,0.19765049995034198,1.2428758395388706,-0.25846430549307087,2.0955111844815684,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497190601134099,1.5,0.16133808712987358,462,363,13
switch_1.18,0.3,0.25,20,1.18,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304809,0.20479093136166296,1.6472917246171028,-0.24388952783226925,1.581385747956638,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172664,1.5,0.10150386928872018,295,247,9
switch_1.18,0.3,0.25,20,1.18,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347485,0.2107184657164455,2.9549111565006396,-0.11090903893083881,0.8214001545347485,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.19,0.3,0.25,20,1.19,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.19920812013281597,0.18847076776051,1.0586503378589733,-0.25846430549307053,6.146031487180916,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.970017448164984,1.5,0.3425040356131918,1143,693,32
switch_1.19,0.3,0.25,20,1.19,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19742579928602577,0.18914863473441976,1.0477176132795887,-0.2584643054930704,5.06018818756166,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.978319632850887,1.5,0.3227310749628984,1080,630,30
switch_1.19,0.3,0.25,20,1.19,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2535638960412221,0.19765049995034198,1.2428758395388755,-0.25846430549307053,2.095511184481575,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497190601134099,1.5,0.16133808712987358,462,363,13
switch_1.19,0.3,0.25,20,1.19,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37177948173048225,0.20479093136166301,1.6472917246171128,-0.24388952783226847,1.5813857479566455,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172664,1.5,0.10150386928872018,295,247,9
switch_1.19,0.3,0.25,20,1.19,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347505,0.21071846571644542,2.9549111565006387,-0.11090903893083881,0.8214001545347505,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.20,0.3,0.25,20,1.2,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20034717154419823,0.1885000184805817,1.0635551148730997,-0.2584643054930711,6.219853346696732,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9700532538751677,1.5,0.34250809157287176,1142,694,33
switch_1.20,0.3,0.25,20,1.2,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19865708324367048,0.18918021457789774,1.053010440245297,-0.2584643054930712,5.122792776111833,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9783583939530223,1.5,0.32273513092257833,1079,631,31
switch_1.20,0.3,0.25,20,1.2,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25614324030505675,0.1977089456614036,1.2529721405928524,-0.2584643054930712,2.1274892680095268,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.20,0.3,0.25,20,1.2,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304827,0.20479093136166296,1.6472917246171126,-0.24388952783226836,1.5813857479566473,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.20,0.3,0.25,20,1.2,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347507,0.2107184657164455,2.9549111565006383,-0.11090903893083881,0.8214001545347507,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.21,0.3,0.25,20,1.21,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20105756626958016,0.18855965473850747,1.066418880745272,-0.258464305493071,6.2662437459259905,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9700532538751677,1.5,0.34250809157287176,1142,694,35
switch_1.21,0.3,0.25,20,1.21,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19992913303906668,0.18918226203675786,1.0586118467660037,-0.25846430549307087,5.188080814460729,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9783583939530223,1.5,0.32273513092257833,1080,630,32
switch_1.21,0.3,0.25,20,1.21,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050574,0.19770894566140354,1.2529721405928553,-0.258464305493071,2.127489268009533,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.21,0.3,0.25,20,1.21,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37177948173048314,0.20479093136166285,1.6472917246171117,-0.24388952783226825,1.5813857479566504,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.21,0.3,0.25,20,1.21,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347493,0.21071846571644545,2.954911156500636,-0.11090903893083892,0.8214001545347493,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.22,0.3,0.25,20,1.22,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20105756626958016,0.18855965473850747,1.066418880745272,-0.258464305493071,6.2662437459259905,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9700532538751677,1.5,0.34250809157287176,1142,694,35
switch_1.22,0.3,0.25,20,1.22,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.19992913303906668,0.18918226203675786,1.0586118467660037,-0.25846430549307087,5.188080814460729,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9783583939530223,1.5,0.32273513092257833,1080,630,32
switch_1.22,0.3,0.25,20,1.22,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050574,0.19770894566140354,1.2529721405928553,-0.258464305493071,2.127489268009533,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.22,0.3,0.25,20,1.22,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37177948173048314,0.20479093136166285,1.6472917246171117,-0.24388952783226825,1.5813857479566504,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.22,0.3,0.25,20,1.22,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347493,0.21071846571644545,2.954911156500636,-0.11090903893083892,0.8214001545347493,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.23,0.3,0.25,20,1.23,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20127153337181425,0.18854996379443623,1.0674094813156583,-0.25846430549307076,6.280269205243618,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9700541421834601,1.5,0.34251293818291545,1141,695,36
switch_1.23,0.3,0.25,20,1.23,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20016054499723146,0.1891718089390428,1.0596800420076116,-0.25846430549307076,5.200025180594352,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9783593555819995,1.5,0.322739977532622,1079,631,33
switch_1.23,0.3,0.25,20,1.23,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25614324030505675,0.19770894566140362,1.2529721405928531,-0.25846430549307076,2.127489268009525,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176808,1.5,0.16134214308955355,461,364,14
switch_1.23,0.3,0.25,20,1.23,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304818,0.20479093136166296,1.6472917246171068,-0.24388952783226936,1.5813857479566429,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172664,1.5,0.10150386928872018,295,247,9
switch_1.23,0.3,0.25,20,1.23,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347487,0.21071846571644554,2.9549111565006356,-0.11090903893083903,0.8214001545347487,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.24,0.3,0.25,20,1.24,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20127153337181425,0.18854996379443623,1.0674094813156596,-0.25846430549307087,6.280269205243617,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9700541421834601,1.5,0.3425129381829154,1141,695,36
switch_1.24,0.3,0.25,20,1.24,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20016054499723146,0.18917180893904278,1.0596800420076122,-0.25846430549307087,5.200025180594348,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9783593555819993,1.5,0.322739977532622,1079,631,33
switch_1.24,0.3,0.25,20,1.24,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050563,0.1977089456614036,1.2529721405928533,-0.25846430549307087,2.1274892680095214,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.24,0.3,0.25,20,1.24,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37177948173048136,0.20479093136166293,1.647291724617105,-0.24388952783226858,1.5813857479566407,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.24,0.3,0.25,20,1.24,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347476,0.21071846571644545,2.954911156500636,-0.1109090389308387,0.8214001545347476,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.25,0.3,0.25,20,1.25,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2035568797371763,0.1885654630418753,1.0774292273792079,-0.25846430549307053,6.43161306738465,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702183318061839,1.5,0.342716488204055,1143,693,38
switch_1.25,0.3,0.25,20,1.25,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.2026324290309962,0.1891885634324829,1.07049191068157,-0.2584643054930704,5.328912688700087,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785370973640588,1.5,0.32294352755376154,1081,629,35
switch_1.25,0.3,0.25,20,1.25,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.256143240305057,0.1977089456614036,1.2529721405928524,-0.2584643054930704,2.1274892680095285,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.25,0.3,0.25,20,1.25,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37177948173048225,0.20479093136166293,1.6472917246171128,-0.24388952783226903,1.581385747956646,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.25,0.3,0.25,20,1.25,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347516,0.21071846571644548,2.954911156500643,-0.11090903893083881,0.8214001545347516,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.26,0.3,0.25,20,1.26,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20355687973717584,0.1885654630418753,1.0774292273792048,-0.2584643054930712,6.43161306738462,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702183318061839,1.5,0.342716488204055,1143,693,38
switch_1.26,0.3,0.25,20,1.26,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.202632429030996,0.18918856343248294,1.0704919106815693,-0.2584643054930711,5.328912688700066,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785370973640588,1.5,0.32294352755376154,1081,629,35
switch_1.26,0.3,0.25,20,1.26,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.256143240305057,0.1977089456614036,1.2529721405928556,-0.2584643054930712,2.127489268009529,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.26,0.3,0.25,20,1.26,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304825,0.20479093136166293,1.6472917246171142,-0.2438895278322687,1.5813857479566469,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.26,0.3,0.25,20,1.26,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.82140015453475,0.21071846571644556,2.9549111565006396,-0.11090903893083892,0.82140015453475,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559319,1.5,0.03223366611799366,85,88,7
switch_1.27,0.3,0.25,20,1.27,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20294887473730383,0.18854951155976363,1.0748223401398873,-0.25846430549307065,6.391072493372822,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702305948916236,1.5,0.34271611957290504,1142,694,39
switch_1.27,0.3,0.25,20,1.27,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20197475875990478,0.18917134448967785,1.0676782168015961,-0.25846430549307065,5.294387512140952,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785503726406779,1.5,0.32294315892261166,1080,630,36
switch_1.27,0.3,0.25,20,1.27,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050563,0.19770894566140357,1.252972140592851,-0.25846430549307076,2.1274892680095214,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.27,0.3,0.25,20,1.27,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304816,0.20479093136166296,1.647291724617106,-0.24388952783226936,1.5813857479566416,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.27,0.3,0.25,20,1.27,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347491,0.2107184657164454,2.954911156500635,-0.11090903893083892,0.8214001545347491,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559318,1.5,0.03223366611799365,85,88,7
switch_1.28,0.3,0.25,20,1.28,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20294887473730383,0.18854951155976363,1.0748223401398873,-0.25846430549307065,6.391072493372822,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702305948916236,1.5,0.34271611957290504,1142,694,39
switch_1.28,0.3,0.25,20,1.28,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20197475875990478,0.18917134448967785,1.0676782168015961,-0.25846430549307065,5.294387512140952,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785503726406779,1.5,0.32294315892261166,1080,630,36
switch_1.28,0.3,0.25,20,1.28,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050563,0.19770894566140357,1.252972140592851,-0.25846430549307076,2.1274892680095214,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.28,0.3,0.25,20,1.28,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304816,0.20479093136166296,1.647291724617106,-0.24388952783226936,1.5813857479566416,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.28,0.3,0.25,20,1.28,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347491,0.2107184657164454,2.954911156500635,-0.11090903893083892,0.8214001545347491,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559318,1.5,0.03223366611799365,85,88,7
switch_1.29,0.3,0.25,20,1.29,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2029488747373045,0.18854951155976357,1.0748223401398895,-0.25846430549307053,6.391072493372857,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702305948916236,1.5,0.34271611957290504,1142,694,39
switch_1.29,0.3,0.25,20,1.29,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.201974758759905,0.1891713444896778,1.0676782168015988,-0.25846430549307053,5.294387512140972,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785503726406779,1.5,0.32294315892261166,1080,630,36
switch_1.29,0.3,0.25,20,1.29,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050572,0.19770894566140357,1.252972140592857,-0.25846430549307053,2.1274892680095316,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.29,0.3,0.25,20,1.29,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304825,0.20479093136166301,1.6472917246171137,-0.24388952783226825,1.5813857479566464,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.29,0.3,0.25,20,1.29,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.82140015453475,0.21071846571644545,2.9549111565006365,-0.11090903893083881,0.82140015453475,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559318,1.5,0.03223366611799365,85,88,7
switch_1.30,0.3,0.25,20,1.3,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2029488747373045,0.18854951155976357,1.0748223401398895,-0.25846430549307053,6.391072493372857,2021-11-19,2022-07-26,511.0,48,892,1836,0.6730205278592375,0.9702305948916236,1.5,0.34271611957290504,1142,694,39
switch_1.30,0.3,0.25,20,1.3,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.201974758759905,0.1891713444896778,1.0676782168015988,-0.25846430549307053,5.294387512140972,2021-11-19,2022-07-26,478.0,47,810,1710,0.6785714285714286,0.9785503726406779,1.5,0.32294315892261166,1080,630,36
switch_1.30,0.3,0.25,20,1.3,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2561432403050572,0.19770894566140357,1.252972140592857,-0.25846430549307053,2.1274892680095316,2021-11-19,2022-07-26,235.0,21,435,825,0.6547619047619048,0.9497965823176805,1.5,0.16134214308955352,461,364,14
switch_1.30,0.3,0.25,20,1.3,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304825,0.20479093136166301,1.6472917246171137,-0.24388952783226825,1.5813857479566464,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.30,0.3,0.25,20,1.3,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.82140015453475,0.21071846571644545,2.9549111565006365,-0.11090903893083881,0.82140015453475,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559318,1.5,0.03223366611799365,85,88,7
switch_1.31,0.3,0.25,20,1.31,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20652800565075125,0.18866905836107215,1.090017980926211,-0.25846430549307053,6.632640158828963,2021-11-19,2022-07-26,512.0,48,892,1836,0.6730205278592375,0.9700669252408596,1.5,0.34277321222747925,1141,695,40
switch_1.31,0.3,0.25,20,1.31,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.2058466474334546,0.1893003681919424,1.0840803274415216,-0.25846430549307053,5.5001114443777785,2021-11-19,2022-07-26,479.0,47,810,1710,0.6785714285714286,0.9783731937488981,1.5,0.3230002515771858,1079,631,37
switch_1.31,0.3,0.25,20,1.31,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.26424903506604225,0.19794962136293998,1.2842114163627356,-0.25846430549307053,2.2297072183664657,2021-11-19,2022-07-26,236.0,21,435,825,0.6547619047619048,0.9494422245341213,1.5,0.16139923574412768,460,365,15
switch_1.31,0.3,0.25,20,1.31,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3717794817304829,0.20479093136166296,1.647291724617115,-0.24388952783226847,1.5813857479566487,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,9
switch_1.31,0.3,0.25,20,1.31,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347498,0.2107184657164453,2.9549111565006396,-0.11090903893083903,0.8214001545347498,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559317,1.5,0.032233666117993644,85,88,7
switch_1.32,0.3,0.25,20,1.32,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20622654063431578,0.18875689373865373,1.0882755918648641,-0.2584643054930711,6.6120203279821315,2021-11-19,2022-07-26,512.0,48,892,1836,0.6730205278592375,0.9700669252408596,1.5,0.34277321222747925,1141,695,42
switch_1.32,0.3,0.25,20,1.32,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20552048725108163,0.18939513235102406,1.0822052974817309,-0.2584643054930711,5.482551177461016,2021-11-19,2022-07-26,479.0,47,810,1710,0.6785714285714286,0.9783731937488981,1.5,0.3230002515771858,1079,631,39
switch_1.32,0.3,0.25,20,1.32,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.26298219713264404,0.1981291175779442,1.2781663492206006,-0.2584643054930711,2.213558010698692,2021-11-19,2022-07-26,236.0,21,435,825,0.6547619047619048,0.9494422245341213,1.5,0.16139923574412773,461,364,16
switch_1.32,0.3,0.25,20,1.32,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.36948926607602317,0.20508260816771326,1.6370886913564593,-0.2476702374165226,1.5684782824510095,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,296,246,10
switch_1.32,0.3,0.25,20,1.32,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347491,0.21071846571644545,2.9549111565006387,-0.1109090389308387,0.8214001545347491,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559317,1.5,0.032233666117993644,85,88,7
switch_1.33,0.3,0.25,20,1.33,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20843801284047014,0.18870113136128697,1.0982548325834312,-0.25846430549307065,6.764464724773458,2021-11-19,2022-07-26,512.0,48,892,1836,0.6730205278592375,0.9700784395848677,1.5,0.34267879491345077,1139,697,46
switch_1.33,0.3,0.25,20,1.33,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.2064928993843207,0.18934873677899633,1.0866844183517566,-0.25846430549307053,5.535031763901715,2021-11-19,2022-07-26,479.0,47,810,1710,0.6785714285714286,0.9783542231023341,1.5,0.3228969917440868,1078,632,42
switch_1.33,0.3,0.25,20,1.33,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.26136308322065016,0.19814449187434346,1.2716000355377932,-0.25846430549307053,2.1930122221844766,2021-11-19,2022-07-26,236.0,21,435,825,0.6547619047619048,0.9494042832409929,1.5,0.16129597591102868,459,366,18
switch_1.33,0.3,0.25,20,1.33,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.36948926607602184,0.20508260816771332,1.6370886913564526,-0.24767023741652194,1.568478282451002,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872016,296,246,10
