candidate,SWITCH_BUFFER,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,SCORE_MIN,SCORE_MAX,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,trades_full,trades_last_10y,trades_last_1y,trades_last_3y,trades_last_5y,asset_switches_full,asset_switches_last_10y,asset_switches_last_1y,asset_switches_last_3y,asset_switches_last_5y,buffer_blocked_days_full,buffer_blocked_days_last_10y,buffer_blocked_days_last_1y,buffer_blocked_days_last_3y,buffer_blocked_days_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,decision_hint,stability_label
switch_1.30,1.3,0.3,0.25,20,1.5,0.0,5.0,0.2029488747373045,0.201974758759905,0.82140015453475,0.3717794817304825,0.2561432403050572,-0.25846430549307053,-0.25846430549307053,-0.11090903893083881,-0.24388952783226825,-0.25846430549307053,1.0748223401398895,1.0676782168015988,2.9549111565006365,1.6472917246171137,1.252972140592857,0.18854951155976357,0.1891713444896778,0.21071846571644545,0.20479093136166301,0.19770894566140357,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9702305948916236,0.9785503726406779,0.9790475810559318,1.0452385624172662,0.9497965823176805,1.5,1.5,1.5,1.5,1.5,511.0,478.0,66.0,145.0,235.0,48,47,2,13,21,39,36,7,9,14,0.34271611957290504,0.32294315892261166,0.03223366611799365,0.10150386928872017,0.16134214308955352,exploratory,pending
switch_1.31,1.31,0.3,0.25,20,1.5,0.0,5.0,0.20652800565075125,0.2058466474334546,0.8214001545347498,0.3717794817304829,0.26424903506604225,-0.25846430549307053,-0.25846430549307053,-0.11090903893083903,-0.24388952783226847,-0.25846430549307053,1.090017980926211,1.0840803274415216,2.9549111565006396,1.647291724617115,1.2842114163627356,0.18866905836107215,0.1893003681919424,0.2107184657164453,0.20479093136166296,0.19794962136293998,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700669252408596,0.9783731937488981,0.9790475810559317,1.0452385624172662,0.9494422245341213,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,48,47,2,13,21,40,37,7,9,15,0.34277321222747925,0.3230002515771858,0.032233666117993644,0.10150386928872017,0.16139923574412768,exploratory,pending
switch_1.32,1.32,0.3,0.25,20,1.5,0.0,5.0,0.20622654063431578,0.20552048725108163,0.8214001545347491,0.36948926607602317,0.26298219713264404,-0.2584643054930711,-0.2584643054930711,-0.1109090389308387,-0.2476702374165226,-0.2584643054930711,1.0882755918648641,1.0822052974817309,2.9549111565006387,1.6370886913564593,1.2781663492206006,0.18875689373865373,0.18939513235102406,0.21071846571644545,0.20508260816771326,0.1981291175779442,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700669252408596,0.9783731937488981,0.9790475810559317,1.0452385624172662,0.9494422245341213,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,48,47,2,13,21,42,39,7,10,16,0.34277321222747925,0.3230002515771858,0.032233666117993644,0.10150386928872017,0.16139923574412773,exploratory,pending
switch_1.33,1.33,0.3,0.25,20,1.5,0.0,5.0,0.20843801284047014,0.2064928993843207,0.8214001545347478,0.36948926607602184,0.26136308322065016,-0.25846430549307065,-0.25846430549307053,-0.11090903893083914,-0.24767023741652194,-0.25846430549307053,1.0982548325834312,1.0866844183517566,2.954911156500628,1.6370886913564526,1.2716000355377932,0.18870113136128697,0.18934873677899633,0.21071846571644534,0.20508260816771332,0.19814449187434346,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700784395848677,0.9783542231023341,0.9790475810559316,1.0452385624172662,0.9494042832409929,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,48,47,2,13,21,46,42,7,10,18,0.34267879491345077,0.3228969917440868,0.032233666117993644,0.10150386928872016,0.16129597591102868,exploratory,pending
switch_1.34,1.34,0.3,0.25,20,1.5,0.0,5.0,0.20643329843500635,0.20802113090785723,0.8214001545347482,0.37528013109951464,0.26456057519293386,-0.25846430549307053,-0.2584643054930704,-0.11090903893083903,-0.23808617968707935,-0.25846430549307053,1.090594205421631,1.0933969956772622,2.9549111565006387,1.6578667758509689,1.2844508531255292,0.18846235547486667,0.18934414041992556,0.21071846571644542,0.20505772732581365,0.19813333229029084,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700784395848677,0.9783542231023341,0.9790475810559316,1.0452385624172662,0.9494042832409929,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,48,47,2,13,21,48,43,7,11,19,0.34267879491345077,0.3228969917440868,0.03223366611799365,0.10150386928872017,0.16129597591102868,exploratory,pending
switch_1.35,1.35,0.3,0.25,20,1.5,0.0,5.0,0.20173558756009458,0.20292979858940519,0.8214001545347496,0.3752801310995153,0.2539237899283622,-0.25846430549307053,-0.2584643054930704,-0.11090903893083903,-0.2380861796870778,-0.25846430549307053,1.0704265949278466,1.0716632711828853,2.9549111565006414,1.657866775850973,1.2430109054463432,0.18834566681178902,0.1892185243351624,0.21071846571644545,0.2050577273258138,0.19790090622808523,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700901503665728,0.9783669004882436,0.9790475810559316,1.0452385624172662,0.9494296380128119,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,48,47,2,13,21,49,44,7,11,20,0.3426847380025318,0.3229029348331678,0.03223366611799365,0.10150386928872017,0.16130191900010973,exploratory,pending
switch_1.36,1.36,0.3,0.25,20,1.5,0.0,5.0,0.20013854129439856,0.20119930954454346,0.8214001545347507,0.3752801310995155,0.25146158932289997,-0.25846430549307053,-0.2584643054930704,-0.1109090389308387,-0.23808617968707846,-0.25846430549307053,1.0632036245576062,1.0638808196825182,2.95491115650064,1.6578667758509733,1.2327945729029801,0.18837946564832656,0.1892549773791435,0.21071846571644534,0.20505772732581362,0.19795358423542714,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700304383388335,0.9783022598486907,0.9790475810559314,1.045238562417266,0.9493320301701185,1.5,1.5,1.5,1.5,1.5,514.0,481.0,66.0,145.0,238.0,48,47,2,13,21,51,46,7,11,21,0.34266856733717305,0.32288676416780904,0.03223366611799364,0.10150386928872016,0.16128978957603124,exploratory,pending
switch_1.37,1.37,0.3,0.25,20,1.5,0.0,5.0,0.205575127936787,0.20709093190642203,0.8214001545347518,0.3752801310995153,0.25146158932289997,-0.25846430549307053,-0.25846430549307065,-0.11090903893083903,-0.2380861796870789,-0.25846430549307065,1.086766683477668,1.0892728716976898,2.9549111565006427,1.6578667758509706,1.2327945729029792,0.18847322699338898,0.18935587798816658,0.21071846571644556,0.2050577273258137,0.19795358423542728,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700304383388336,0.9783022598486909,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,238.0,46,45,2,13,21,55,50,7,11,21,0.33666856733717304,0.31688676416780914,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.38,1.38,0.3,0.25,20,1.5,0.0,5.0,0.205575127936787,0.20709093190642203,0.8214001545347518,0.3752801310995153,0.25146158932289997,-0.25846430549307053,-0.25846430549307065,-0.11090903893083903,-0.2380861796870789,-0.25846430549307065,1.086766683477668,1.0892728716976898,2.9549111565006427,1.6578667758509706,1.2327945729029792,0.18847322699338898,0.18935587798816658,0.21071846571644556,0.2050577273258137,0.19795358423542728,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9700304383388336,0.9783022598486909,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,238.0,46,45,2,13,21,55,50,7,11,21,0.33666856733717304,0.31688676416780914,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.39,1.39,0.3,0.25,20,1.5,0.0,5.0,0.2074065398653251,0.20907612513728635,0.8214001545347493,0.37528013109951486,0.25146158932289975,-0.2584643054930704,-0.2584643054930703,-0.11090903893083914,-0.2380861796870788,-0.2584643054930704,1.0946598451009089,1.0977783940206578,2.954911156500635,1.6578667758509689,1.232794572902979,0.1885073278391115,0.1893925694192521,0.2107184657164455,0.20505772732581365,0.19795358423542722,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9698456873141404,0.9781022595330706,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,514.0,481.0,66.0,145.0,238.0,46,45,2,13,21,57,52,7,11,21,0.33657929131169045,0.3167974881423265,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.40,1.4,0.3,0.25,20,1.5,0.0,5.0,0.21004058256758906,0.21193178075104746,0.8214001545347478,0.37528013109951397,0.2514615893228991,-0.2584643054930702,-0.2584643054930702,-0.11090903893083881,-0.2380861796870788,-0.2584643054930701,1.1058764900840992,1.1098650857424763,2.9549111565006303,1.6578667758509673,1.2327945729029792,0.18857971624227848,0.18947048326861568,0.21071846571644545,0.2050577273258137,0.19795358423542728,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9698456873141404,0.9781022595330706,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,514.0,481.0,66.0,145.0,238.0,46,45,2,13,21,58,53,7,11,21,0.33657929131169045,0.3167974881423265,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.41,1.41,0.3,0.25,20,1.5,0.0,5.0,0.20838113265049452,0.21013265457543562,0.8214001545347485,0.3752801310995142,0.2514615893228991,-0.25846430549307065,-0.25846430549307076,-0.11090903893083914,-0.23808617968707912,-0.25846430549307076,1.098484354086654,1.1019003501628393,2.9549111565006405,1.657866775850969,1.232794572902977,0.18860222433387636,0.18949478679599657,0.2107184657164452,0.20505772732581354,0.19795358423542717,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9698456873141404,0.9781022595330706,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,514.0,481.0,66.0,145.0,238.0,46,45,2,13,21,59,54,7,11,21,0.33657929131169045,0.3167974881423265,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.42,1.42,0.3,0.25,20,1.5,0.0,5.0,0.20838113265049452,0.21013265457543562,0.8214001545347485,0.3752801310995142,0.2514615893228991,-0.25846430549307065,-0.25846430549307076,-0.11090903893083914,-0.23808617968707912,-0.25846430549307076,1.098484354086654,1.1019003501628393,2.9549111565006405,1.657866775850969,1.232794572902977,0.18860222433387636,0.18949478679599657,0.2107184657164452,0.20505772732581354,0.19795358423542717,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9698456873141404,0.9781022595330706,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,514.0,481.0,66.0,145.0,238.0,46,45,2,13,21,59,54,7,11,21,0.33657929131169045,0.3167974881423265,0.032233666117993644,0.10150386928872017,0.1612897895760313,exploratory,pending
switch_1.43,1.43,0.3,0.25,20,1.5,0.0,5.0,0.21726561233902641,0.21976731321666754,0.82140015453475,0.3752801310995155,0.27146832762541306,-0.23808617968707846,-0.23808617968707846,-0.11090903893083892,-0.23808617968707857,-0.23808617968707846,1.140936233107675,1.1476475967607003,2.9549111565006356,1.6578667758509729,1.3213889170412174,0.1878892945242631,0.18872622660736554,0.2107184657164456,0.20505772732581382,0.19646733672298755,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9698456873141404,0.9781022595330706,0.9790475810559316,1.0452385624172662,0.9493320301701186,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,236.0,44,43,2,13,19,61,56,7,11,23,0.3305792913116904,0.3107974881423265,0.032233666117993644,0.10150386928872017,0.1552897895760313,exploratory,pending
switch_1.44,1.44,0.3,0.25,20,1.5,0.0,5.0,0.22049974994376642,0.22278973503484512,0.8214001545347505,0.3752801310995151,0.2777771943875842,-0.23808617968707835,-0.23808617968707846,-0.1109090389308387,-0.23808617968707846,-0.23808617968707835,1.1543146229763879,1.1599376691756698,2.9549111565006414,1.65786677585097,1.3448150085595973,0.18803567697365142,0.1888878275285505,0.2107184657164455,0.20505772732581362,0.19677321534708453,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.969702944732271,0.9779398351068654,0.9790475810559315,1.0452385624172662,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,520.0,487.0,66.0,145.0,244.0,44,43,2,13,19,63,57,7,11,24,0.3307605381268661,0.3109537882890183,0.032233666117993644,0.10150386928872017,0.1554460897227231,exploratory,pending
switch_1.45,1.45,0.3,0.25,20,1.5,0.0,5.0,0.2189648806130733,0.22112514697975638,0.8214001545347502,0.3752801310995144,0.27777719438758397,-0.23808617968707846,-0.23808617968707835,-0.11090903893083892,-0.23808617968707857,-0.23808617968707846,1.1478521942998623,1.152973025216402,2.954911156500638,1.657866775850967,1.3448150085595962,0.18798968043868022,0.1888383161493469,0.2107184657164453,0.20505772732581362,0.19677321534708453,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9697152292145838,0.9779531335464483,0.9790475810559315,1.045238562417266,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,520.0,487.0,66.0,145.0,244.0,44,43,2,13,19,64,58,7,11,24,0.3308275622623639,0.31102081242451607,0.03223366611799364,0.10150386928872016,0.1554460897227231,exploratory,pending
switch_1.46,1.46,0.3,0.25,20,1.5,0.0,5.0,0.2189648806130733,0.22112514697975638,0.8214001545347502,0.3752801310995144,0.27777719438758397,-0.23808617968707846,-0.23808617968707835,-0.11090903893083892,-0.23808617968707857,-0.23808617968707846,1.1478521942998623,1.152973025216402,2.954911156500638,1.657866775850967,1.3448150085595962,0.18798968043868022,0.1888383161493469,0.2107184657164453,0.20505772732581362,0.19677321534708453,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9697152292145838,0.9779531335464483,0.9790475810559315,1.045238562417266,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,520.0,487.0,66.0,145.0,244.0,44,43,2,13,19,64,58,7,11,24,0.3308275622623639,0.31102081242451607,0.03223366611799364,0.10150386928872016,0.1554460897227231,exploratory,pending
switch_1.47,1.47,0.3,0.25,20,1.5,0.0,5.0,0.22070051523537138,0.22300748068940623,0.8214001545347493,0.38235938064140806,0.28171955340362875,-0.23808617968707835,-0.23808617968707846,-0.11090903893083881,-0.23808617968707835,-0.23808617968707835,1.1554879321413667,1.1612022996072293,2.954911156500641,1.6833122533833706,1.360649655798987,0.18797753645351603,0.18882516418495243,0.21071846571644526,0.20500503892292357,0.1967450126459505,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9697152292145838,0.9779531335464483,0.9790475810559315,1.0452385624172662,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,520.0,487.0,66.0,145.0,244.0,44,43,2,13,19,66,60,7,13,26,0.3308275622623639,0.31102081242451607,0.03223366611799364,0.10150386928872016,0.1554460897227231,exploratory,pending
switch_1.48,1.48,0.3,0.25,20,1.5,0.0,5.0,0.21890434449104634,0.22300748068940623,0.8214001545347487,0.3823593806414083,0.281719553403629,-0.23808617968707846,-0.23808617968707835,-0.11090903893083892,-0.23808617968707846,-0.23808617968707846,1.1475648301223178,1.1612022996072302,2.9549111565006374,1.6833122533833702,1.360649655798985,0.18799383810543596,0.18882516418495243,0.2107184657164455,0.20500503892292363,0.1967450126459505,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9696935049514477,0.9779531335464483,0.9790475810559315,1.0452385624172662,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,520.0,487.0,66.0,145.0,244.0,44,43,2,13,19,67,60,7,13,26,0.3308360541295416,0.31102081242451607,0.03223366611799364,0.10150386928872016,0.1554460897227231,exploratory,pending
switch_1.49,1.49,0.3,0.25,20,1.5,0.0,5.0,0.2149550826682649,0.2187184307045269,0.8214001545347491,0.3823593806414083,0.281719553403629,-0.23808617968707846,-0.23808617968707846,-0.11090903893083881,-0.23808617968707846,-0.23808617968707846,1.1318676369908056,1.1442959586396935,2.9549111565006387,1.6833122533833698,1.360649655798986,0.18768451808072914,0.1884920223973244,0.2107184657164456,0.20500503892292368,0.19674501264595054,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9709875703938431,0.9793540107396446,0.9790475810559316,1.0452385624172662,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,509.0,476.0,66.0,145.0,244.0,42,41,2,13,19,68,61,7,13,26,0.3253899159119573,0.3055746742069318,0.032233666117993644,0.10150386928872017,0.1554460897227231,exploratory,pending
switch_1.50,1.5,0.3,0.25,20,1.5,0.0,5.0,0.2162143755483723,0.2200859463414715,0.8214001545347489,0.3823593806414083,0.281719553403629,-0.23808617968707813,-0.23808617968707813,-0.11090903893083881,-0.23808617968707813,-0.23808617968707801,1.1373581181592565,1.150214331653509,2.95491115650064,1.683312253383373,1.3606496557989853,0.18769120081295043,0.18849914766238465,0.21071846571644542,0.20500503892292374,0.1967450126459506,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9709875703938431,0.9793540107396446,0.9790475810559316,1.0452385624172662,0.9490071813177081,1.5,1.5,1.5,1.5,1.5,509.0,476.0,66.0,145.0,244.0,42,41,2,13,19,69,62,7,13,26,0.3253899159119573,0.3055746742069318,0.032233666117993644,0.10150386928872017,0.1554460897227231,exploratory,pending
switch_1.60,1.6,0.3,0.25,20,1.5,0.0,5.0,0.21772246942605045,0.22172379854758328,0.8214001545347471,0.39134720094831854,0.2844860783212817,-0.22377051587399055,-0.22377051587399055,-0.11090903893083881,-0.22312791692790335,-0.22377051587399077,1.143510031885584,1.1568417383128975,2.9549111565006374,1.7159609192113343,1.3706698256905412,0.18778159300967498,0.1885964824036322,0.21071846571644542,0.2048699935349954,0.19690580797115584,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9709252439384619,0.9792865398784223,0.9790475810559315,1.0452385624172662,0.9488722395952638,1.5,1.5,1.5,1.5,1.5,512.0,479.0,66.0,145.0,247.0,42,41,2,13,19,84,77,7,14,39,0.32570485499212753,0.30588961328710196,0.03223366611799364,0.10150386928872016,0.15576102880289328,exploratory,pending
switch_1.70,1.7,0.3,0.25,20,1.5,0.0,5.0,0.20255667915309106,0.21280170429435064,0.8214001545347491,0.38561721653253,0.28130952005055043,-0.23268661865237017,-0.23268661865237017,-0.11090903893083881,-0.23268661865237017,-0.23268661865237006,1.077982047055348,1.1175807844979642,2.9549111565006427,1.697009155978522,1.3587224993600682,0.18751746960475435,0.18867058615126087,0.2107184657164453,0.20470278901047376,0.1967973684716385,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9707800363715352,0.9792560905980862,0.9790475810559315,1.045238562417266,0.9488722395952638,1.5,1.5,1.5,1.5,1.5,514.0,479.0,66.0,145.0,247.0,42,41,2,13,19,100,90,7,18,43,0.3256882359128686,0.3058565529013013,0.03223366611799364,0.10150386928872016,0.15576102880289328,exploratory,pending
switch_1.80,1.8,0.3,0.25,20,1.5,0.0,5.0,0.22017419910944303,0.23429697414691208,0.8214001545347496,0.43892453950896804,0.3226396417213486,-0.22377051587399055,-0.22377051587399055,-0.1109090389308387,-0.19259475519180924,-0.22377051587399044,1.1601392188711315,1.2162883705893315,2.9549111565006414,1.9015237000257823,1.534197337810658,0.18663843895617427,0.18765380693791112,0.21071846571644526,0.20230374895829908,0.19473387501447648,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9710436467058174,0.9795872114500437,0.9790475810559315,1.0452385624172662,0.9495505302179077,1.5,1.5,1.5,1.5,1.5,498.0,463.0,66.0,141.0,231.0,36,35,2,9,13,111,100,7,22,50,0.307790062792933,0.28764538325672967,0.03223366611799364,0.08950386928872016,0.1375103893791242,exploratory,pending
switch_1.90,1.9,0.3,0.25,20,1.5,0.0,5.0,0.22370729573544446,0.23816642215931116,0.8163247525968647,0.45302240412276995,0.3303996135158822,-0.22377051587399044,-0.22377051587399055,-0.11090903893083892,-0.192097289946206,-0.22377051587399044,1.175673972429923,1.233021178068255,2.947662920282065,1.9502502146648222,1.5644322241697435,0.18663274243919623,0.18764688992514586,0.2102551640198366,0.20225053047781308,0.1947111854779895,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9705833571721596,0.9790889297644013,0.975976240290686,1.04354413619967,0.94853387448735,1.5,1.5,1.5,1.5,1.5,498.0,463.0,66.0,141.0,231.0,36,35,2,9,13,116,105,7,24,52,0.30762119438815044,0.28747651485194714,0.032161769797416216,0.08929909821604194,0.13730561830644594,exploratory,pending
switch_2.00,2.0,0.3,0.25,20,1.5,0.0,5.0,0.2221032999126844,0.2364096112171976,0.816324752596864,0.4535035951851081,0.33066394557595835,-0.22377051587399033,-0.22377051587399022,-0.11090903893083903,-0.1912943753065537,-0.22377051587399044,1.1682980717196003,1.2250585506533749,2.9476629202820623,1.9531773978793325,1.5661031698851289,0.18669762954958172,0.18771710652843548,0.21025516401983657,0.2021007920142592,0.19461820522055032,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9706559724134901,0.979167538644699,0.9759762402906861,1.0438061658006617,0.948691092247945,1.5,1.5,1.5,1.5,1.5,497.0,462.0,66.0,140.0,230.0,36,35,2,9,13,124,113,7,25,53,0.30768150810443096,0.2875368285682276,0.032161769797416216,0.08935941193232241,0.13736593202272643,exploratory,pending
switch_2.10,2.1,0.3,0.25,20,1.5,0.0,5.0,0.22552149302122748,0.24015368984235774,0.8163247525968669,0.4535035951851094,0.3251035062517109,-0.22377051587399088,-0.22377051587399088,-0.11090903893083892,-0.1912943753065537,-0.22377051587399088,1.1815402098468828,1.2392261675291198,2.9476629202820632,1.953177397879336,1.5429370420639117,0.18702078008707085,0.18806422870437084,0.2102551640198365,0.20210079201425923,0.1948530629178574,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9702367905748092,0.9787137576701267,0.9759762402906861,1.0438061658006617,0.948691092247945,1.5,1.5,1.5,1.5,1.5,502.0,467.0,66.0,140.0,230.0,34,33,2,9,13,140,129,7,25,54,0.30165335117142716,0.28150867163522386,0.032161769797416216,0.08935941193232243,0.13736593202272646,exploratory,pending
switch_2.20,2.2,0.3,0.25,20,1.5,0.0,5.0,0.22002306284713802,0.2341314702936268,0.8163247525968682,0.45350359518510963,0.32379962941407436,-0.22377051587399122,-0.22377051587399122,-0.11090903893083892,-0.19129437530655313,-0.2237705158739911,1.1561627562822554,1.211826976022876,2.9476629202820614,1.9531773978793376,1.5383172148616062,0.18727571051416486,0.18833986462653476,0.2102551640198364,0.20210079201425918,0.1947895794243885,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9702367905748092,0.9787137576701267,0.9759762402906861,1.0438061658006617,0.948691092247945,1.5,1.5,1.5,1.5,1.5,502.0,467.0,66.0,140.0,230.0,34,33,2,9,13,142,131,7,25,55,0.30165335117142716,0.28150867163522386,0.032161769797416216,0.08935941193232243,0.13736593202272646,exploratory,pending
switch_2.30,2.3,0.3,0.25,20,1.5,0.0,5.0,0.21853092263570173,0.23231914719221236,0.8163247525968667,0.4535035951851092,0.3196037030248029,-0.22377051587399033,-0.22377051587399033,-0.11090903893083892,-0.19129437530655302,-0.22377051587399022,1.1494362096881032,1.2037004040666086,2.9476629202820672,1.9531773978793339,1.5210698375868397,0.18731197155114035,0.18839869278467916,0.21025516401983624,0.20210079201425912,0.19492634966242461,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9702503575330914,0.9787137576701267,0.9759762402906857,1.0438061658006617,0.9486910922479448,1.5,1.5,1.5,1.5,1.5,502.0,467.0,66.0,140.0,230.0,34,33,2,9,13,145,133,7,25,56,0.30165372762045034,0.28150867163522386,0.03216176979741621,0.08935941193232241,0.13736593202272643,exploratory,pending
switch_2.40,2.4,0.3,0.25,20,1.5,0.0,5.0,0.22987612005713753,0.2447445047498613,0.816324752596866,0.4632456528845934,0.3308019971573968,-0.22377051587399088,-0.22377051587399088,-0.11090903893083881,-0.18641274649492823,-0.22377051587399088,1.1998646421228154,1.2580439790662021,2.947662920282065,1.9834338767670758,1.564321421539661,0.18713781762834114,0.18820874654484743,0.21025516401983657,0.20242358466838725,0.19494619418858136,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9709684674736236,0.9794911401771789,0.9759762402906857,1.0438061658006617,0.9494646352028417,1.5,1.5,1.5,1.5,1.5,499.0,464.0,66.0,140.0,229.0,32,31,2,9,13,153,141,7,27,59,0.2955643993792483,0.2754193433940217,0.03216176979741621,0.08935941193232241,0.13736158881635424,exploratory,pending
switch_2.50,2.5,0.3,0.25,20,1.5,0.0,5.0,0.22987612005713753,0.2447445047498613,0.816324752596866,0.4632456528845934,0.3308019971573968,-0.22377051587399088,-0.22377051587399088,-0.11090903893083881,-0.18641274649492823,-0.22377051587399088,1.1998646421228154,1.2580439790662021,2.947662920282065,1.9834338767670758,1.564321421539661,0.18713781762834114,0.18820874654484743,0.21025516401983657,0.20242358466838725,0.19494619418858136,0.6730205278592375,0.6785714285714286,0.6865079365079365,0.716931216931217,0.6547619047619048,0.9709684674736236,0.9794911401771789,0.9759762402906857,1.0438061658006617,0.9494646352028417,1.5,1.5,1.5,1.5,1.5,499.0,464.0,66.0,140.0,229.0,32,31,2,9,13,153,141,7,27,59,0.2955643993792483,0.2754193433940217,0.03216176979741621,0.08935941193232241,0.13736158881635424,exploratory,pending
