candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,ann_return_full,ann_vol_full,max_dd_full,sharpe_repo_full,trades_full,cost_total_full,turnover_total_full,holding_day_ratio_full,buffer_blocked_days_full,reason_full,ann_return_last_10y,ann_vol_last_10y,max_dd_last_10y,sharpe_repo_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,holding_day_ratio_last_10y,buffer_blocked_days_last_10y,reason_last_10y,ann_return_last_5y,ann_vol_last_5y,max_dd_last_5y,sharpe_repo_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,holding_day_ratio_last_5y,buffer_blocked_days_last_5y,reason_last_5y,ann_return_last_3y,ann_vol_last_3y,max_dd_last_3y,sharpe_repo_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,holding_day_ratio_last_3y,buffer_blocked_days_last_3y,reason_last_3y,ann_return_last_1y,ann_vol_last_1y,max_dd_last_1y,sharpe_repo_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,holding_day_ratio_last_1y,buffer_blocked_days_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer3_pass,pass_reason
lb_30_r2_none_buf_1p03,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,0.0998340345621771,0.22249438565359836,-0.3620804346980614,0.5393327182697913,230.0,0.389,389.0,0.9078947368421053,27.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.06738742642757756,0.21798139102224898,-0.3533358490816709,0.4087383215367083,126.0,0.21200000000000002,212.0,0.9246031746031746,16.0,,0.0031159689533331036,0.21689811132343967,-0.35333584908167004,0.1236372916233921,75.0,0.12400000000000001,124.0,0.9312169312169312,9.0,,-0.19003593419836762,0.2066582717055653,-0.2681911115758483,-0.914743406034785,26.0,0.044000000000000004,44.0,0.9484126984126984,3.0,,1.1758637728735755,2.2890444561143974,-8.0,,,,1.732585761258676,3.163503017753244,-6.0,3.358600201129247,3.163503017753344,-6.0,3.962371754791616,3.580033969195251,-2.0,4,True,True,True,pass
lb_30_r2_none_buf_1p05,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,0.09464120388452946,0.2226571826986819,-0.373316683395021,0.5178357082167794,230.0,0.389,389.0,0.9078947368421053,39.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.06797775665119721,0.2180576313165109,-0.35555012333551683,0.411207233438491,126.0,0.21200000000000002,212.0,0.9246031746031746,18.0,,0.001969720211896009,0.2169912688205844,-0.35555012333551617,0.11840645128193325,75.0,0.124,124.0,0.9312169312169312,10.0,,-0.19280937165411194,0.20693742305067037,-0.26819111157584785,-0.9297974012377977,26.0,0.044,44.0,0.9484126984126984,4.0,,0.6565807051088113,1.165419586418437,-8.0,,,,1.791618783620641,2.9420755923686537,-6.0,3.2439753269855376,2.9420755923687314,-6.0,3.685028009217184,3.5800339691952954,-2.0,4,True,True,True,pass
lb_30_r2_none_buf_1p08,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.08,1p08,0.07884653133493202,0.2253660224156138,-0.3899316466701207,0.44990682809646515,228.0,0.385,385.0,0.9078947368421053,61.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.048727207136167516,0.22053266185541198,-0.35438890560245495,0.32668449873075867,124.0,0.20800000000000002,208.0,0.9246031746031746,28.0,,0.0011475878385054372,0.2169317693811551,-0.35438890560245506,0.11459494262378471,75.0,0.12400000000000001,124.0,0.9312169312169312,15.0,,-0.18350107160053586,0.20660608169226521,-0.2597520929895136,-0.8761692044597584,26.0,0.044,44.0,0.9484126984126984,6.0,,-0.922886549850932,-0.49607674109153344,-10.0,,,,-0.13343616788232815,3.058197365674842,-8.0,3.1617620896464804,3.058197365674842,-6.0,4.615858014574792,4.423935827828718,-2.0,3,True,False,False,full_mdd=False;dd_windows=3;return_tol=True
lb_30_r2_none_buf_1p10,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.1,1p10,0.08467880458145904,0.22567770967222198,-0.3899316466701209,0.4734768393060083,225.0,0.379,379.0,0.9078947368421053,79.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04244227375180487,0.22049987105996874,-0.3858314872808617,0.29943570696637645,124.0,0.20800000000000002,208.0,0.9246031746031746,36.0,,-0.0070936099643872375,0.21691320128199512,-0.3858314872808618,0.07648224901052836,75.0,0.12400000000000001,124.0,0.9312169312169312,22.0,,-0.2106256225604598,0.20584694264229886,-0.28434354238191173,-1.0441474955616474,26.0,0.044,44.0,0.9484126984126984,10.0,,-0.33965922519823,-0.49607674109155564,-13.0,,,,-0.7619295063185927,-0.08606080216583267,-8.0,2.337642309357213,-0.08606080216583267,-6.0,1.9034029185823975,1.9647908885889076,-2.0,1,True,False,False,full_mdd=False;dd_windows=1;return_tol=True
lb_30_r2_none_buf_1p15,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.15,1p15,0.08533460817771021,0.22336409201175997,-0.3898320900861876,0.4787345463796369,220.0,0.369,369.0,0.9078947368421053,105.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.05035978487015047,0.21834632928441572,-0.389832090086186,0.33482931135091526,122.0,0.20400000000000001,204.0,0.9246031746031746,51.0,,-0.01336974664661128,0.2130451912535202,-0.389832090086186,0.0441131789998806,75.0,0.12400000000000001,124.0,0.9312169312169312,32.0,,-0.21576749044107468,0.19299844865414206,-0.28900522264181217,-1.1610496648174065,26.0,0.044,44.0,0.9484126984126984,15.0,,-0.274078865573113,-0.48612108269822096,-18.0,,,,0.029821605515967242,-0.48612108269826537,-10.0,1.7100286411348087,-0.48612108269825427,-6.0,1.3892161305209094,1.498622862598864,-2.0,1,True,False,False,full_mdd=False;dd_windows=1;return_tol=True
lb_30_r2_none_buf_1p20,lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.2,1p20,0.09190341171947569,0.22292643013938856,-0.3873785875729102,0.5063063539697221,215.0,0.359,359.0,0.9078947368421053,137.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.0445308850203987,0.21811038499390836,-0.3873785875729099,0.309438022452276,121.0,0.202,202.0,0.9246031746031746,65.0,,-0.010610602043657935,0.21306037053251012,-0.3873785875729092,0.05723178012787532,74.0,0.12200000000000001,122.0,0.9312169312169312,39.0,,-0.2021022092664313,0.19275593860913048,-0.28186106198633354,-1.0732138754876233,25.0,0.042,42.0,0.9484126984126984,18.0,,0.38280148860343477,-0.24077083137048483,-23.0,,,,-0.5530683794592095,-0.24077083137065136,-11.0,1.9859431014301432,-0.24077083137057365,-7.0,2.755744247985248,2.2130389281467266,-3.0,1,True,False,False,full_mdd=False;dd_windows=1;return_tol=True
lb_32_r2_none_buf_1p00,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.0,1p00,0.11224320669068688,0.22600306237665685,-0.42036691238018453,0.5841728369065862,205.0,0.35300000000000004,353.0,0.9070723684210527,0.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03509968656468221,0.22004340576670273,-0.42036691238018287,0.26748269213283593,113.0,0.192,192.0,0.9206349206349206,0.0,,-0.05004438519553611,0.2132440098821885,-0.4203669123801834,-0.13319190987360852,74.0,0.12400000000000001,124.0,0.9285714285714286,0.0,,-0.16106339754862298,0.19235379475836717,-0.24492454078444537,-0.8153594228996807,25.0,0.042,42.0,0.9444444444444444,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no switch buffer
lb_32_r2_none_buf_1p02,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.02,1p02,0.11656555158669835,0.22550957196942717,-0.4099550442480244,0.602154793454843,201.0,0.34500000000000003,345.0,0.9070723684210527,17.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04198038178077845,0.2195261909725324,-0.4099550442480244,0.2977753453772803,111.0,0.188,188.0,0.9206349206349206,8.0,,-0.035483025246185074,0.21252340330333847,-0.40995504424802387,-0.06280571948556536,72.0,0.12000000000000001,120.0,0.9285714285714286,6.0,,-0.16125987291811095,0.19229799532965955,-0.24510137623232853,-0.816870013380655,25.0,0.042,42.0,0.9444444444444444,2.0,,0.4322344896011465,1.0411868132160107,-4.0,,,,0.6880695216096244,1.0411868132158442,-2.0,1.4561359949351038,1.0411868132159552,-2.0,-0.01964753694879695,-0.01768354478831613,0.0,3,True,True,True,pass
lb_32_r2_none_buf_1p03,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.03,1p03,0.11862988294423271,0.22557121426169371,-0.4099550442480252,0.6102449046195684,201.0,0.34500000000000003,345.0,0.9070723684210527,27.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04246425855123226,0.21953695075673535,-0.40995504424802476,0.2998867902443482,111.0,0.188,188.0,0.9206349206349206,9.0,,-0.03548302524618552,0.21252340330333847,-0.4099550442480254,-0.06280571948556554,72.0,0.12000000000000001,120.0,0.9285714285714286,6.0,,-0.16125987291811084,0.19229799532965952,-0.2451013762323293,-0.8168700133806551,25.0,0.042,42.0,0.9444444444444444,2.0,,0.6386676253545831,1.041186813215933,-4.0,,,,0.736457198655005,1.0411868132158109,-2.0,1.4561359949350594,1.0411868132157998,-2.0,-0.01964753694878585,-0.017683544788393846,0.0,3,True,True,True,pass
lb_32_r2_none_buf_1p05,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.05,1p05,0.11547867074303197,0.22557366141170387,-0.4181482691625068,0.5977246179925111,201.0,0.34500000000000003,345.0,0.9070723684210527,40.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.03971312242048697,0.2198603698487421,-0.41814826916250636,0.28774629386870326,111.0,0.188,188.0,0.9206349206349206,15.0,,-0.04010725977014873,0.21284435524119905,-0.4181482691625066,-0.08496782565113639,72.0,0.12000000000000001,120.0,0.9285714285714286,10.0,,-0.16487339808535928,0.19228602684397916,-0.24510137623232853,-0.8393726622898937,25.0,0.042,42.0,0.9444444444444444,3.0,,0.3235464052345094,0.22186432176777293,-4.0,,,,0.46134358558047595,0.2218643217676508,-2.0,0.9937125425387383,0.22186432176768411,-2.0,-0.3810000536736302,-0.01768354478831613,0.0,3,True,True,True,pass
lb_32_r2_none_buf_1p08,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.08,1p08,0.10826901063952721,0.22502395568583,-0.42636531954458856,0.5698087942702157,197.0,0.3370000000000001,337.0,0.9070723684210527,52.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.027027294093418863,0.21912093188934498,-0.4263653195445887,0.23194969029787202,111.0,0.188,188.0,0.9206349206349206,24.0,,-0.04253209646790479,0.21220503664531085,-0.426365319544588,-0.09777615932116879,72.0,0.12000000000000001,120.0,0.9285714285714286,16.0,,-0.17666725724166277,0.19048746389178658,-0.2557622365445156,-0.9236949202583181,25.0,0.042,42.0,0.9444444444444444,5.0,,-0.3974196051159673,-0.5998407164404029,-8.0,,,,-0.8072392471263345,-0.5998407164405806,-2.0,0.7512288727631322,-0.5998407164404584,-2.0,-1.560385969303979,-1.083769576007021,0.0,0,True,False,False,full_mdd=False;dd_windows=0;return_tol=True
lb_32_r2_none_buf_1p10,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.1,1p10,0.11300030570355135,0.22549091919508818,-0.4049023397928606,0.5879997971950063,193.0,0.32900000000000007,329.0,0.9070723684210527,70.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.027453966159690202,0.21982455700292763,-0.40490233979285883,0.23382592034524277,109.0,0.184,184.0,0.9206349206349206,34.0,,-0.03439930084583809,0.21231594071508153,-0.4049023397928586,-0.05778069124111723,70.0,0.116,116.0,0.9285714285714286,21.0,,-0.14586163375193872,0.19069630368679985,-0.2279160121237126,-0.7299775753450508,23.0,0.038,38.0,0.9444444444444444,9.0,,0.07570990128644706,1.5464572587323921,-12.0,,,,-0.7645720404992007,1.5464572587324033,-4.0,1.5645084349698024,1.546457258732481,-4.0,1.5201763796684253,1.700852866073277,-2.0,4,True,True,True,pass
lb_32_r2_none_buf_1p15,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.15,1p15,0.0987226662993832,0.22560204499345254,-0.4236780956600219,0.5305828122832056,187.0,0.31700000000000006,317.0,0.9070723684210527,108.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.0026720124629631137,0.21939763288978645,-0.42367809566002257,0.1225603517890055,109.0,0.184,184.0,0.9206349206349206,49.0,,-0.0738569989384198,0.2114111594862583,-0.42367809566002246,-0.2562392758595667,70.0,0.116,116.0,0.9285714285714286,32.0,,-0.1633756171889552,0.190534489639288,-0.24374748242172706,-0.8394271541634408,23.0,0.038,38.0,0.9444444444444444,13.0,,-1.3520540391303681,-0.3311183279837371,-18.0,,,,-3.2427674101719095,-0.33111832798397023,-4.0,-2.381261374288368,-0.3311183279839036,-4.0,-0.2312219640332236,0.11770583627183084,-2.0,1,False,False,False,full_mdd=False;dd_windows=1;return_tol=False
lb_32_r2_none_buf_1p20,lb_32_r2_none_buf_1p00,layer1_return_peak_watch_r2_removed,32,,none,1.2,1p20,0.09296991349909178,0.22588242310448897,-0.3949684419349293,0.5069603338949907,185.0,0.31300000000000006,313.0,0.9070723684210527,135.0,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,-0.0008107108042356703,0.21966303140477209,-0.3949684419349313,0.10684397649273006,107.0,0.18,180.0,0.9206349206349206,67.0,,-0.07705670553568422,0.21230224362786684,-0.39496844193493075,-0.2705571664118734,68.0,0.112,112.0,0.9285714285714286,46.0,,-0.1312629585428685,0.1923801637390222,-0.22699103877237747,-0.6338936478138258,23.0,0.038,38.0,0.9444444444444444,20.0,,-1.9273293191595098,2.539847044525523,-20.0,,,,-3.591039736891788,2.5398470445251564,-6.0,-2.701232034014811,2.5398470445252674,-6.0,2.9800439005754464,1.7933502012067892,-2.0,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
