candidate,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,cost_total,qqq_days,gld_days
r2_0.30_tv_25_vw_80,0.3,0.25,80,1.5,last_5y,2021-05-11,2026-05-15,1260,0.32872543856163716,0.2456712879943654,1.2799543384424423,-0.20104754608331155,3.141677211790208,2021-05-11,2022-05-13,652,173,1087,0.8626984126984127,1.1346500013494902,1.5,0.0,587,500
r2_0.30_tv_25_vw_80,0.3,0.25,80,1.5,last_3y,2023-05-11,2026-05-15,756,0.4395888036412616,0.25417405676934285,1.5609221192964249,-0.17663954423934403,1.9834267600581987,2023-05-11,2025-11-07,357,95,661,0.8743386243386243,1.1448948782489285,1.5,0.0,368,293
r2_0.30_tv_25_vw_80,0.3,0.25,80,1.5,last_1y,2025-05-15,2026-05-15,252,0.5415530730239415,0.24961688276082325,1.8625141281391804,-0.17663954423934403,0.5415530730239415,2025-05-15,2025-11-07,183,36,216,0.8571428571428571,0.8968980336807135,1.5,0.0,117,99
r2_0.30_tv_30_vw_80,0.3,0.3,80,1.5,full,2015-07-13,2026-05-15,2728,0.29044685377646173,0.24666345068569984,1.1576687888160713,-0.23488288621464393,14.805410401077594,2015-07-13,2022-05-13,772,382,2346,0.8599706744868035,1.2257969600285186,1.5,0.0,1356,990
r2_0.30_tv_30_vw_80,0.3,0.3,80,1.5,last_10y,2016-05-09,2026-05-15,2520,0.2872662523463694,0.2488806126656814,1.139677720441682,-0.23488288621464382,11.493491828191681,2016-05-09,2022-05-13,752,343,2177,0.8638888888888889,1.2263786138721422,1.5,0.0,1280,897
r2_0.30_tv_30_vw_80,0.3,0.3,80,1.5,last_5y,2021-05-11,2026-05-15,1260,0.35440492871742935,0.26821300950377547,1.2653036057633573,-0.23488288621464393,3.557667385402117,2021-05-11,2022-05-13,468,173,1087,0.8626984126984127,1.217711912992012,1.5,0.0,587,500
r2_0.30_tv_30_vw_80,0.3,0.3,80,1.5,last_3y,2023-05-11,2026-05-15,756,0.47531360860193717,0.2723623568308162,1.5642624723078813,-0.18933880205404297,2.2110941943749345,2023-05-11,2025-11-07,248,95,661,0.8743386243386243,1.2080034498314345,1.5,0.0,368,293
r2_0.30_tv_30_vw_80,0.3,0.3,80,1.5,last_1y,2025-05-15,2026-05-15,252,0.615204035203992,0.2816822360436646,1.8476665206773377,-0.18933880205404308,0.615204035203992,2025-05-15,2025-11-07,172,36,216,0.8571428571428571,1.023415823749627,1.5,0.0,117,99
r2_0.30_no_tv_vw_120,0.3,,120,1.5,full,2015-07-13,2026-05-15,2728,0.22868072775057557,0.1810745381215321,1.2284551056988224,-0.16742622658789652,8.294224694808834,2015-07-13,2022-05-13,275,382,2346,0.8599706744868035,0.8599706744868035,1.0,0.0,1356,990
r2_0.30_no_tv_vw_120,0.3,,120,1.5,last_10y,2016-05-09,2026-05-15,2520,0.22977063566427125,0.18371341463359844,1.218284720314118,-0.16742622658789663,6.911178578764063,2016-05-09,2022-05-13,255,343,2177,0.8638888888888889,0.8638888888888889,1.0,0.0,1280,897
r2_0.30_no_tv_vw_120,0.3,,120,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2614271829624044,0.1935937389187878,1.2968920165355367,-0.16742622658789663,2.1938236144970515,2021-05-11,2022-05-13,128,173,1087,0.8626984126984127,0.8626984126984127,1.0,0.0,587,500
r2_0.30_no_tv_vw_120,0.3,,120,1.5,last_3y,2023-05-11,2026-05-15,756,0.34954844238460536,0.20124741717598052,1.5909687710724387,-0.16186179280339452,1.45790693445809,2023-05-11,2026-03-30,73,95,661,0.8743386243386243,0.8743386243386243,1.0,0.0,368,293
r2_0.30_no_tv_vw_120,0.3,,120,1.5,last_1y,2025-05-15,2026-05-15,252,0.5060380692294328,0.231215998115817,1.8898593187215538,-0.16186179280339452,0.5060380692294328,2025-05-15,2026-03-30,21,36,216,0.8571428571428571,0.8571428571428571,1.0,0.0,117,99
r2_0.30_tv_15_vw_120,0.3,0.15,120,1.5,full,2015-07-13,2026-05-15,2728,0.18849611323432702,0.16378460780468046,1.136630429870097,-0.16421650734565674,5.484560934679946,2015-07-13,2020-03-16,2283,382,2346,0.8599706744868035,0.868641300380994,1.5,0.0,1356,990
r2_0.30_tv_15_vw_120,0.3,0.15,120,1.5,last_10y,2016-05-09,2026-05-15,2520,0.18388936151823887,0.1630178873871353,1.1173984894866364,-0.16421650734565674,4.408927743978071,2016-05-09,2020-03-16,2108,343,2177,0.8638888888888889,0.8612715390379856,1.5,0.0,1280,897
r2_0.30_tv_15_vw_120,0.3,0.15,120,1.5,last_5y,2021-05-11,2026-05-15,1260,0.20885180340641152,0.1655809506082426,1.2285932724549817,-0.1564196726282493,1.5814594865699116,2021-05-11,2022-05-13,1125,173,1087,0.8626984126984127,0.7741192798922487,1.4889481399068987,0.0,587,500
r2_0.30_tv_15_vw_120,0.3,0.15,120,1.5,last_3y,2023-05-11,2026-05-15,756,0.278050594949681,0.1705353640973358,1.5243528454296154,-0.11664632132985142,1.0875848695799744,2023-05-11,2025-11-07,683,95,661,0.8743386243386243,0.7720321178207133,1.3675321961701556,0.0,368,293
r2_0.30_tv_15_vw_120,0.3,0.15,120,1.5,last_1y,2025-05-15,2026-05-15,252,0.3216817051545169,0.1655207212873505,1.769777694085747,-0.11664632132985153,0.3216817051545169,2025-05-15,2025-11-07,222,36,216,0.8571428571428571,0.5579934164940255,1.0413252925472212,0.0,117,99
r2_0.30_tv_20_vw_120,0.3,0.2,120,1.5,full,2015-07-13,2026-05-15,2728,0.24599911501512794,0.20731698331280166,1.1649917696718701,-0.19637169299402413,9.81477212324387,2015-07-13,2020-03-16,1639,382,2346,0.8599706744868035,1.0747458664678853,1.5,0.0,1356,990
r2_0.30_tv_20_vw_120,0.3,0.2,120,1.5,last_10y,2016-05-09,2026-05-15,2520,0.2401968080251371,0.20703709138755189,1.1437650212770751,-0.19637169299402424,7.608075994361762,2016-05-09,2020-03-16,1559,343,2177,0.8638888888888889,1.0670031714108028,1.5,0.0,1280,897
r2_0.30_tv_20_vw_120,0.3,0.2,120,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2803920706847445,0.21597391262147386,1.2527582140282867,-0.19117140903036045,2.441239345169707,2021-05-11,2022-05-13,926,173,1087,0.8626984126984127,1.000407323113365,1.5,0.0,587,500
r2_0.30_tv_20_vw_120,0.3,0.2,120,1.5,last_3y,2023-05-11,2026-05-15,756,0.3743830145249407,0.22486634908602543,1.527137547381501,-0.15348483536486557,1.5961114805419698,2023-05-11,2025-11-07,578,95,661,0.8743386243386243,1.012910751241696,1.5,0.0,368,293
r2_0.30_tv_20_vw_120,0.3,0.2,120,1.5,last_1y,2025-05-15,2026-05-15,252,0.44128007001633307,0.2206942950498004,1.7697776940857337,-0.15348483536486557,0.44128007001633307,2025-05-15,2025-11-07,222,36,216,0.8571428571428571,0.7439912219920339,1.388433723396295,0.0,117,99
r2_0.30_tv_25_vw_120,0.3,0.25,120,1.5,full,2015-07-13,2026-05-15,2728,0.2797841926399993,0.2343510294782631,1.1703636149031753,-0.2216064631856367,13.447667655220393,2015-07-13,2022-05-13,1054,382,2346,0.8599706744868035,1.1752875283853668,1.5,0.0,1356,990
r2_0.30_tv_25_vw_120,0.3,0.25,120,1.5,last_10y,2016-05-09,2026-05-15,2520,0.2757558846757435,0.23564812500912596,1.1518618791443032,-0.22160646318563682,10.42025503966786,2016-05-09,2022-05-13,1034,343,2177,0.8638888888888889,1.171700149775905,1.5,0.0,1280,897
r2_0.30_tv_25_vw_120,0.3,0.25,120,1.5,last_5y,2021-05-11,2026-05-15,1260,0.33278372471606543,0.2532710862190318,1.2611170305677057,-0.2216064631856367,3.2053137535543774,2021-05-11,2022-05-13,698,173,1087,0.8626984126984127,1.1468167078798304,1.5,0.0,587,500
r2_0.30_tv_25_vw_120,0.3,0.25,120,1.5,last_3y,2023-05-11,2026-05-15,756,0.44319200543484794,0.26415468786993085,1.5212429928649644,-0.1832541559191495,2.0058848759744894,2023-05-11,2025-11-07,417,95,661,0.8743386243386243,1.1609093501727876,1.5,0.0,368,293
r2_0.30_tv_25_vw_120,0.3,0.25,120,1.5,last_1y,2025-05-15,2026-05-15,252,0.544857934675927,0.2688344859058503,1.7566958846946672,-0.1832541559191495,0.544857934675927,2025-05-15,2025-11-07,210,36,216,0.8571428571428571,0.9215236844954813,1.5,0.0,117,99
r2_0.30_tv_30_vw_120,0.3,0.3,120,1.5,full,2015-07-13,2026-05-15,2728,0.2991307198112938,0.2509263020501529,1.1693273291131296,-0.2426514381712389,15.995628429788958,2015-07-13,2022-05-13,811,382,2346,0.8599706744868035,1.2278074788008926,1.5,0.0,1356,990
r2_0.30_tv_30_vw_120,0.3,0.3,120,1.5,last_10y,2016-05-09,2026-05-15,2520,0.29664631088269466,0.25345196152592353,1.1526953163361735,-0.2426514381712388,12.434307589259044,2016-05-09,2022-05-13,791,343,2177,0.8638888888888889,1.2285550802257281,1.5,0.0,1280,897
r2_0.30_tv_30_vw_120,0.3,0.3,120,1.5,last_5y,2021-05-11,2026-05-15,1260,0.3667653916483564,0.2745228839670923,1.275850671003428,-0.2426514381712388,3.7694672027410228,2021-05-11,2022-05-13,481,173,1087,0.8626984126984127,1.2292797397211652,1.5,0.0,587,500
r2_0.30_tv_30_vw_120,0.3,0.3,120,1.5,last_3y,2023-05-11,2026-05-15,756,0.49110559529766973,0.28173308748682263,1.5597182667678553,-0.19776914027792802,2.315318061576586,2023-05-11,2026-03-30,247,95,661,0.8743386243386243,1.2271971634841479,1.5,0.0,368,293
r2_0.30_tv_30_vw_120,0.3,0.3,120,1.5,last_1y,2025-05-15,2026-05-15,252,0.6567861575803491,0.3040859977295702,1.818044981628773,-0.19776914027792802,0.6567861575803491,2025-05-15,2026-03-30,171,36,216,0.8571428571428571,1.0678882997721495,1.5,0.0,117,99
r2_0.30_no_tv_vw_160,0.3,,160,1.5,full,2015-07-13,2026-05-15,2728,0.22868072775057557,0.1810745381215321,1.2284551056988224,-0.16742622658789652,8.294224694808834,2015-07-13,2022-05-13,275,382,2346,0.8599706744868035,0.8599706744868035,1.0,0.0,1356,990
r2_0.30_no_tv_vw_160,0.3,,160,1.5,last_10y,2016-05-09,2026-05-15,2520,0.22977063566427125,0.18371341463359844,1.218284720314118,-0.16742622658789663,6.911178578764063,2016-05-09,2022-05-13,255,343,2177,0.8638888888888889,0.8638888888888889,1.0,0.0,1280,897
r2_0.30_no_tv_vw_160,0.3,,160,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2614271829624044,0.1935937389187878,1.2968920165355367,-0.16742622658789663,2.1938236144970515,2021-05-11,2022-05-13,128,173,1087,0.8626984126984127,0.8626984126984127,1.0,0.0,587,500
r2_0.30_no_tv_vw_160,0.3,,160,1.5,last_3y,2023-05-11,2026-05-15,756,0.34954844238460536,0.20124741717598052,1.5909687710724387,-0.16186179280339452,1.45790693445809,2023-05-11,2026-03-30,73,95,661,0.8743386243386243,0.8743386243386243,1.0,0.0,368,293
r2_0.30_no_tv_vw_160,0.3,,160,1.5,last_1y,2025-05-15,2026-05-15,252,0.5060380692294328,0.231215998115817,1.8898593187215538,-0.16186179280339452,0.5060380692294328,2025-05-15,2026-03-30,21,36,216,0.8571428571428571,0.8571428571428571,1.0,0.0,117,99
r2_0.30_tv_15_vw_160,0.3,0.15,160,1.5,full,2015-07-13,2026-05-15,2728,0.19438088234955453,0.16377582656310047,1.1668462930412367,-0.16372111533055878,5.840721206285502,2015-07-13,2020-03-16,2303,382,2346,0.8599706744868035,0.8590736888753334,1.5,0.0,1356,990
r2_0.30_tv_15_vw_160,0.3,0.15,160,1.5,last_10y,2016-05-09,2026-05-15,2520,0.18980905051441588,0.16303824773520456,1.1478762767261184,-0.1637211153305589,4.685552596077052,2016-05-09,2020-03-16,2128,343,2177,0.8638888888888889,0.8511278680502236,1.5,0.0,1280,897
r2_0.30_tv_15_vw_160,0.3,0.15,160,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2131269377820051,0.16486885049939212,1.2545370498194224,-0.16106644349999366,1.6274304711402428,2021-05-11,2022-05-13,1125,173,1087,0.8626984126984127,0.7659824065170711,1.3843303618008176,0.0,587,500
r2_0.30_tv_15_vw_160,0.3,0.15,160,1.5,last_3y,2023-05-11,2026-05-15,756,0.2836793696928148,0.1678508598014461,1.5720951471065006,-0.12125012899715992,1.115288872728084,2023-05-11,2024-08-07,683,95,661,0.8743386243386243,0.7641391740440293,1.28481142831807,0.0,368,293
r2_0.30_tv_15_vw_160,0.3,0.15,160,1.5,last_1y,2025-05-15,2026-05-15,252,0.31793851128621475,0.1558676418165616,1.8511409223924962,-0.11132007525610876,0.31793851128621475,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.5518879444638596,0.8374263816626507,0.0,117,99
r2_0.30_tv_20_vw_160,0.3,0.2,160,1.5,full,2015-07-13,2026-05-15,2728,0.2516957327023508,0.20881990406532253,1.1799477674567462,-0.20312187740860155,10.362212122223378,2015-07-13,2020-03-16,1638,382,2346,0.8599706744868035,1.0763181785817815,1.5,0.0,1356,990
r2_0.30_tv_20_vw_160,0.3,0.2,160,1.5,last_10y,2016-05-09,2026-05-15,2520,0.2463021430070942,0.2085087351916814,1.160708106816495,-0.20312187740860155,8.041352838109646,2016-05-09,2020-03-16,1563,343,2177,0.8638888888888889,1.0676961547670991,1.5,0.0,1280,897
r2_0.30_tv_20_vw_160,0.3,0.2,160,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2825756915446851,0.21602416368670277,1.2602873933024563,-0.19591523133780342,2.4706835927449466,2021-05-11,2022-05-13,939,173,1087,0.8626984126984127,0.9999901733418176,1.5,0.0,587,500
r2_0.30_tv_20_vw_160,0.3,0.2,160,1.5,last_3y,2023-05-11,2026-05-15,756,0.3787126047134024,0.22193294866661795,1.558325877034704,-0.1588868507997805,1.6207237126955216,2023-05-11,2024-08-07,574,95,661,0.8743386243386243,1.0066592624432713,1.5,0.0,368,293
r2_0.30_tv_20_vw_160,0.3,0.2,160,1.5,last_1y,2025-05-15,2026-05-15,252,0.43684800030568893,0.20782352242208207,1.8511409223924857,-0.14763349016802785,0.43684800030568893,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.7358505926184795,1.1165685088835344,0.0,117,99
r2_0.30_tv_25_vw_160,0.3,0.25,160,1.5,full,2015-07-13,2026-05-15,2728,0.2848351455820626,0.23592737071691416,1.1808620156571035,-0.2354199282160685,14.07705029082429,2015-07-13,2022-05-13,1066,382,2346,0.8599706744868035,1.1760068456072286,1.5,0.0,1356,990
r2_0.30_tv_25_vw_160,0.3,0.25,160,1.5,last_10y,2016-05-09,2026-05-15,2520,0.28120741752539424,0.23734499195689016,1.1633384737174393,-0.2354199282160686,10.917754732190051,2016-05-09,2022-05-13,1046,343,2177,0.8638888888888889,1.1724788392129046,1.5,0.0,1280,897
r2_0.30_tv_25_vw_160,0.3,0.25,160,1.5,last_5y,2021-05-11,2026-05-15,1260,0.33445276277624525,0.25436171656996914,1.2615932159606231,-0.2354199282160685,3.231711247356639,2021-05-11,2022-05-13,695,173,1087,0.8626984126984127,1.1524291361855337,1.5,0.0,587,500
r2_0.30_tv_25_vw_160,0.3,0.25,160,1.5,last_3y,2023-05-11,2026-05-15,756,0.4515373224056396,0.26353759439364477,1.5458566231194597,-0.18349407439990773,2.058331945323596,2023-05-11,2026-03-30,428,95,661,0.8743386243386243,1.1638204273157748,1.5,0.0,368,293
r2_0.30_tv_25_vw_160,0.3,0.25,160,1.5,last_1y,2025-05-15,2026-05-15,252,0.5619630787891778,0.2597794030276026,1.8511409223924984,-0.18349407439990784,0.5619630787891778,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.9198132407730994,1.3957106361044178,0.0,117,99
r2_0.30_tv_30_vw_160,0.3,0.3,160,1.5,full,2015-07-13,2026-05-15,2728,0.30841513034414714,0.25280468676140033,1.1907443142681267,-0.2434774764287867,17.357645908131683,2015-07-13,2022-05-13,832,382,2346,0.8599706744868035,1.2316032039726141,1.5,0.0,1356,990
r2_0.30_tv_30_vw_160,0.3,0.3,160,1.5,last_10y,2016-05-09,2026-05-15,2520,0.30668078530621257,0.25546478910735276,1.1758639638679989,-0.2434774764287866,13.510923368522123,2016-05-09,2022-05-13,812,343,2177,0.8638888888888889,1.2326641033481316,1.5,0.0,1280,897
r2_0.30_tv_30_vw_160,0.3,0.3,160,1.5,last_5y,2021-05-11,2026-05-15,1260,0.3714893615150878,0.27666148052039313,1.2807408243030143,-0.2434774764287866,3.852462813703866,2021-05-11,2022-05-13,479,173,1087,0.8626984126984127,1.2380164912358507,1.5,0.0,587,500
r2_0.30_tv_30_vw_160,0.3,0.3,160,1.5,last_3y,2023-05-11,2026-05-15,756,0.49613131892111584,0.2840005245855912,1.5616224819806206,-0.21862743899804815,2.3489536949359744,2023-05-11,2026-03-30,259,95,661,0.8743386243386243,1.2372626563273383,1.5,0.0,368,293
r2_0.30_tv_30_vw_160,0.3,0.3,160,1.5,last_1y,2025-05-15,2026-05-15,252,0.6656209255157264,0.3063281235153741,1.8250205745129886,-0.21862743899804826,0.6656209255157264,2025-05-15,2026-03-30,183,36,216,0.8571428571428571,1.085750507498471,1.5,0.0,117,99
r2_0.30_no_tv_vw_252,0.3,,252,1.5,full,2015-07-13,2026-05-15,2728,0.22868072775057557,0.1810745381215321,1.2284551056988224,-0.16742622658789652,8.294224694808834,2015-07-13,2022-05-13,275,382,2346,0.8599706744868035,0.8599706744868035,1.0,0.0,1356,990
r2_0.30_no_tv_vw_252,0.3,,252,1.5,last_10y,2016-05-09,2026-05-15,2520,0.22977063566427125,0.18371341463359844,1.218284720314118,-0.16742622658789663,6.911178578764063,2016-05-09,2022-05-13,255,343,2177,0.8638888888888889,0.8638888888888889,1.0,0.0,1280,897
r2_0.30_no_tv_vw_252,0.3,,252,1.5,last_5y,2021-05-11,2026-05-15,1260,0.2614271829624044,0.1935937389187878,1.2968920165355367,-0.16742622658789663,2.1938236144970515,2021-05-11,2022-05-13,128,173,1087,0.8626984126984127,0.8626984126984127,1.0,0.0,587,500
r2_0.30_no_tv_vw_252,0.3,,252,1.5,last_3y,2023-05-11,2026-05-15,756,0.34954844238460536,0.20124741717598052,1.5909687710724387,-0.16186179280339452,1.45790693445809,2023-05-11,2026-03-30,73,95,661,0.8743386243386243,0.8743386243386243,1.0,0.0,368,293
r2_0.30_no_tv_vw_252,0.3,,252,1.5,last_1y,2025-05-15,2026-05-15,252,0.5060380692294328,0.231215998115817,1.8898593187215538,-0.16186179280339452,0.5060380692294328,2025-05-15,2026-03-30,21,36,216,0.8571428571428571,0.8571428571428571,1.0,0.0,117,99
r2_0.30_tv_15_vw_252,0.3,0.15,252,1.5,full,2015-07-13,2026-05-15,2728,0.19392995564049187,0.16454950893988934,1.1598566472757548,-0.16730968438443627,5.812814828001854,2015-07-13,2022-05-13,2338,382,2346,0.8599706744868035,0.8469980200131366,1.5,0.0,1356,990
r2_0.30_tv_15_vw_252,0.3,0.15,252,1.5,last_10y,2016-05-09,2026-05-15,2520,0.18829287834201547,0.16337135147000317,1.1380833926899026,-0.16730968438443616,4.613515720967429,2016-05-09,2022-05-13,2163,343,2177,0.8638888888888889,0.8353868542502939,1.5,0.0,1280,897
r2_0.30_tv_15_vw_252,0.3,0.15,252,1.5,last_5y,2021-05-11,2026-05-15,1260,0.20122424806231742,0.16329723520932848,1.2045966468729985,-0.16730968438443616,1.5010389293216342,2021-05-11,2022-05-13,1125,173,1087,0.8626984126984127,0.7457886320725555,1.1808973763177948,0.0,587,500
r2_0.30_tv_15_vw_252,0.3,0.15,252,1.5,last_3y,2023-05-11,2026-05-15,756,0.2759422800515523,0.16462951064187828,1.5628492044427211,-0.1274960254144064,1.077270654048792,2023-05-11,2024-08-07,683,95,661,0.8743386243386243,0.7541823341800574,1.1808973763177948,0.0,368,293
r2_0.30_tv_15_vw_252,0.3,0.15,252,1.5,last_1y,2025-05-15,2026-05-15,252,0.32560854907384096,0.14845142354676794,1.9747796822325585,-0.09883727304546741,0.32560854907384096,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.5649147017380943,0.7297830019100785,0.0,117,99
r2_0.30_tv_20_vw_252,0.3,0.2,252,1.5,full,2015-07-13,2026-05-15,2728,0.25063859810005984,0.21214149263704693,1.1608493929611061,-0.21849238233023793,10.258760560135531,2015-07-13,2022-05-13,1724,382,2346,0.8599706744868035,1.0767274799986593,1.5,0.0,1356,990
r2_0.30_tv_20_vw_252,0.3,0.2,252,1.5,last_10y,2016-05-09,2026-05-15,2520,0.2443246149237117,0.21168079343038382,1.1390282436288053,-0.21849238233023793,7.8989122262022455,2016-05-09,2022-05-13,1656,343,2177,0.8638888888888889,1.0653341094676598,1.5,0.0,1280,897
r2_0.30_tv_20_vw_252,0.3,0.2,252,1.5,last_5y,2021-05-11,2026-05-15,1260,0.26799763606742366,0.21733842830053898,1.2013369090572168,-0.21849238233023793,2.2778737281164427,2021-05-11,2022-05-13,1049,173,1087,0.8626984126984127,0.9925331955760834,1.5,0.0,587,500
r2_0.30_tv_20_vw_252,0.3,0.2,252,1.5,last_3y,2023-05-11,2026-05-15,756,0.3730609613900935,0.21891800838249448,1.5579585840374246,-0.1657945852549484,1.588626892560666,2023-05-11,2024-08-07,616,95,661,0.8743386243386243,1.0026626719019276,1.5,0.0,368,293
r2_0.30_tv_20_vw_252,0.3,0.2,252,1.5,last_1y,2025-05-15,2026-05-15,252,0.44881834428801826,0.19793523139569036,1.974779682232553,-0.13115479446403244,0.44881834428801826,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.7532196023174591,0.9730440025467714,0.0,117,99
r2_0.30_tv_25_vw_252,0.3,0.25,252,1.5,full,2015-07-13,2026-05-15,2728,0.28806554294069797,0.23847364575276733,1.1814244396129556,-0.24343100015766939,14.492520196349815,2015-07-13,2022-05-13,1099,382,2346,0.8599706744868035,1.1756129124228685,1.5,0.0,1356,990
r2_0.30_tv_25_vw_252,0.3,0.25,252,1.5,last_10y,2016-05-09,2026-05-15,2520,0.28469493855296,0.24008408630476452,1.1642284939408774,-0.24343100015766916,11.246165683745525,2016-05-09,2022-05-13,1079,343,2177,0.8638888888888889,1.1720523909085654,1.5,0.0,1280,897
r2_0.30_tv_25_vw_252,0.3,0.25,252,1.5,last_5y,2021-05-11,2026-05-15,1260,0.32856472561777417,0.25462852729751273,1.243040316685899,-0.24343100015766928,3.1391730821933885,2021-05-11,2022-05-13,720,173,1087,0.8626984126984127,1.1576392372868523,1.5,0.0,587,500
r2_0.30_tv_25_vw_252,0.3,0.25,252,1.5,last_3y,2023-05-11,2026-05-15,756,0.4526947193830011,0.25869621589256436,1.5728223568240396,-0.1670442004091678,2.0656535496556248,2023-05-11,2024-08-07,403,95,661,0.8743386243386243,1.166179523899542,1.5,0.0,368,293
r2_0.30_tv_25_vw_252,0.3,0.25,252,1.5,last_1y,2025-05-15,2026-05-15,252,0.5793913906526384,0.24741903924461303,1.9747796822325472,-0.16311401039127715,0.5793913906526384,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,0.9415245028968238,1.2163050031834641,0.0,117,99
r2_0.30_tv_30_vw_252,0.3,0.3,252,1.5,full,2015-07-13,2026-05-15,2728,0.3212902365576207,0.2549937371346827,1.2209108581692654,-0.2434774764287868,19.410507813028566,2015-07-13,2022-05-13,838,382,2346,0.8599706744868035,1.2367892288234463,1.5,0.0,1356,990
r2_0.30_tv_30_vw_252,0.3,0.3,252,1.5,last_10y,2016-05-09,2026-05-15,2520,0.32060575947131453,0.2578092785235611,1.208415719525175,-0.24347747642878692,15.133621721959805,2016-05-09,2022-05-13,818,343,2177,0.8638888888888889,1.2382781810437942,1.5,0.0,1280,897
r2_0.30_tv_30_vw_252,0.3,0.3,252,1.5,last_5y,2021-05-11,2026-05-15,1260,0.3771509912865345,0.2767172324673011,1.2950952361054964,-0.2434774764287868,3.95345013335098,2021-05-11,2022-05-13,466,173,1087,0.8626984126984127,1.252790805724056,1.5,0.0,587,500
r2_0.30_tv_30_vw_252,0.3,0.3,252,1.5,last_3y,2023-05-11,2026-05-15,756,0.5143103296695137,0.28208543963030974,1.6126205068879527,-0.19469023993913948,2.472519190726364,2023-05-11,2026-03-30,298,95,661,0.8743386243386243,1.255674455988918,1.5,0.0,368,293
r2_0.30_tv_30_vw_252,0.3,0.3,252,1.5,last_1y,2025-05-15,2026-05-15,252,0.7172333389374475,0.29690284709353576,1.9747796822325452,-0.19469023993913948,0.7172333389374475,2025-05-15,2026-03-30,222,36,216,0.8571428571428571,1.1298294034761887,1.459566003820157,0.0,117,99
