candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,partial_position_days,pending_days,staged_initials,staged_fills,reason
lb_32_r2_0p50_buf_1p00_entry_0p33,return_peak_watch,32,0.5,0p50,1.0,1p00,0.33,0p33,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.060785249901067484,0.12520781389416955,-0.2058258957590755,-0.437437094295323,114.0,35.0,0.02766,27.66,0.5476190476190477,0.4386111111111111,41.0,41.0,15.0,14.0,
lb_32_r2_0p50_buf_1p00_entry_0p25,return_peak_watch,32,0.5,0p50,1.0,1p00,0.25,0p25,full,Full,2016-12-30,2007-01-04,2432.0,0.07684660693458167,0.15729412821938113,-0.20835663134515425,0.5495203370119849,981.0,336.0,0.277,277.0,0.5966282894736842,0.49331825657894735,335.0,335.0,154.0,134.0,
lb_32_r2_0p50_buf_1p00_entry_0p25,return_peak_watch,32,0.5,0p50,1.0,1p00,0.25,0p25,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p25,return_peak_watch,32,0.5,0p50,1.0,1p00,0.25,0p25,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06270679139787894,0.15139463318780622,-0.20835663134515425,0.4777920583152419,495.0,174.0,0.14450000000000002,144.5,0.6071428571428571,0.5,180.0,180.0,79.0,70.0,
lb_32_r2_0p50_buf_1p00_entry_0p25,return_peak_watch,32,0.5,0p50,1.0,1p00,0.25,0p25,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05947898376746941,0.14313946438696482,-0.2083566313451538,0.47574001403502597,320.0,96.0,0.07725,77.25,0.5767195767195767,0.4755291005291005,102.0,102.0,42.0,38.0,
lb_32_r2_0p50_buf_1p00_entry_0p25,return_peak_watch,32,0.5,0p50,1.0,1p00,0.25,0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.06561563664001058,0.12433124866294974,-0.2083566313451538,-0.48286526366614174,114.0,35.0,0.0275,27.5,0.5476190476190477,0.4255952380952381,41.0,41.0,15.0,14.0,
lb_25_r2_0p20_buf_1p05_entry_full,original_layer4,25,0.2,0p20,1.05,1p05,1.0,full,full,Full,2016-12-30,2007-01-04,2432.0,0.09705783750997843,0.19860609072929875,-0.3454509553887126,0.5659184313382962,594.0,289.0,0.4570000000000001,457.0,0.7557565789473685,0.7557565789473685,0.0,0.0,0.0,0.0,
lb_25_r2_0p20_buf_1p05_entry_full,original_layer4,25,0.2,0p20,1.05,1p05,1.0,full,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_full,original_layer4,25,0.2,0p20,1.05,1p05,1.0,full,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08362042907113931,0.19810909517023806,-0.3454509553887126,0.504754679646832,277.0,158.0,0.254,254.0,0.7801587301587302,0.7801587301587302,0.0,0.0,0.0,0.0,
lb_25_r2_0p20_buf_1p05_entry_full,original_layer4,25,0.2,0p20,1.05,1p05,1.0,full,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0051451104304738315,0.20755121574890664,-0.34545095538871273,0.07935143133911707,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,0.7976190476190477,0.0,0.0,0.0,0.0,
lb_25_r2_0p20_buf_1p05_entry_full,original_layer4,25,0.2,0p20,1.05,1p05,1.0,full,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2328177243833074,0.17699209943659103,-0.30902364351947265,-1.407367369743827,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,
lb_25_r2_0p20_buf_1p05_entry_0p75,original_layer4,25,0.2,0p20,1.05,1p05,0.75,0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08893114467362118,0.189007784375959,-0.3141793133939289,0.5455304622620648,594.0,471.0,0.4335,433.5,0.7557565789473685,0.7098067434210527,447.0,447.0,229.0,182.0,
lb_25_r2_0p20_buf_1p05_entry_0p75,original_layer4,25,0.2,0p20,1.05,1p05,0.75,0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_0p75,original_layer4,25,0.2,0p20,1.05,1p05,0.75,0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08340420245029945,0.18989392070798522,-0.3141793133939288,0.5171999953716102,277.0,258.0,0.24025000000000002,240.25,0.7801587301587302,0.7341269841269841,232.0,232.0,127.0,100.0,
lb_25_r2_0p20_buf_1p05_entry_0p75,original_layer4,25,0.2,0p20,1.05,1p05,0.75,0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.013752083177114738,0.20025120734443033,-0.31417931339392935,0.16883994723909615,153.0,157.0,0.14350000000000002,143.5,0.7976190476190477,0.7569444444444444,123.0,123.0,76.0,59.0,
lb_25_r2_0p20_buf_1p05_entry_0p75,original_layer4,25,0.2,0p20,1.05,1p05,0.75,0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2067178698420119,0.17191511846953939,-0.289875495835059,-1.2597008070235844,42.0,60.0,0.052500000000000005,52.5,0.8333333333333334,0.7886904761904762,45.0,45.0,28.0,23.0,
lb_25_r2_0p20_buf_1p05_entry_0p67,original_layer4,25,0.2,0p20,1.05,1p05,0.67,0p67,full,Full,2016-12-30,2007-01-04,2432.0,0.08622045535410838,0.18642104306551355,-0.3039045007673782,0.5371347180478266,594.0,471.0,0.42598,425.98,0.7557565789473685,0.6951027960526317,447.0,447.0,229.0,182.0,
lb_25_r2_0p20_buf_1p05_entry_0p67,original_layer4,25,0.2,0p20,1.05,1p05,0.67,0p67,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_0p67,original_layer4,25,0.2,0p20,1.05,1p05,0.67,0p67,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08323147359039518,0.1876879248007579,-0.30390450076737885,0.5202205115590977,277.0,258.0,0.23585,235.85000000000002,0.7801587301587302,0.7193968253968255,232.0,232.0,127.0,100.0,
lb_25_r2_0p20_buf_1p05_entry_0p67,original_layer4,25,0.2,0p20,1.05,1p05,0.67,0p67,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.01978457883387419,0.1982950172541904,-0.30390450076737896,0.1984748813870585,153.0,157.0,0.14078000000000002,140.78,0.7976190476190477,0.7439285714285714,123.0,123.0,76.0,59.0,
lb_25_r2_0p20_buf_1p05_entry_0p67,original_layer4,25,0.2,0p20,1.05,1p05,0.67,0p67,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.19822379986181504,0.17055053021466401,-0.28367200676036153,-1.2087630455604905,42.0,60.0,0.0517,51.7,0.8333333333333334,0.7744047619047619,45.0,45.0,28.0,23.0,
lb_25_r2_0p20_buf_1p05_entry_0p50,original_layer4,25,0.2,0p20,1.05,1p05,0.5,0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08028530568382553,0.18177573706967953,-0.2816299318819915,0.5160236673554564,594.0,471.0,0.41000000000000003,410.0,0.7557565789473685,0.6638569078947368,447.0,447.0,229.0,182.0,
lb_25_r2_0p20_buf_1p05_entry_0p50,original_layer4,25,0.2,0p20,1.05,1p05,0.5,0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_0p50,original_layer4,25,0.2,0p20,1.05,1p05,0.5,0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0826974692887632,0.18373316739891796,-0.2816299318819916,0.5247495951758564,277.0,258.0,0.22650000000000003,226.5,0.7801587301587302,0.6880952380952381,232.0,232.0,127.0,100.0,
lb_25_r2_0p20_buf_1p05_entry_0p50,original_layer4,25,0.2,0p20,1.05,1p05,0.5,0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.03257582344645771,0.1947887745359466,-0.2816299318819925,0.26252801364453665,153.0,157.0,0.135,135.0,0.7976190476190477,0.7162698412698413,123.0,123.0,76.0,59.0,
lb_25_r2_0p20_buf_1p05_entry_0p50,original_layer4,25,0.2,0p20,1.05,1p05,0.5,0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.1799429525598486,0.16809101805187704,-0.2703668164009444,-1.094926226574061,42.0,60.0,0.05,50.0,0.8333333333333334,0.7440476190476191,45.0,45.0,28.0,23.0,
lb_25_r2_0p20_buf_1p05_entry_0p33,original_layer4,25,0.2,0p20,1.05,1p05,0.33,0p33,full,Full,2016-12-30,2007-01-04,2432.0,0.07411506364527853,0.17836081043960844,-0.2598514220654399,0.49033780343189637,594.0,471.0,0.39402000000000004,394.02,0.7557565789473685,0.632611019736842,447.0,447.0,229.0,182.0,
lb_25_r2_0p20_buf_1p05_entry_0p33,original_layer4,25,0.2,0p20,1.05,1p05,0.33,0p33,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_0p33,original_layer4,25,0.2,0p20,1.05,1p05,0.33,0p33,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0819361765413198,0.18082730218460594,-0.25985142206544065,0.526366106939,277.0,258.0,0.21715,217.14999999999998,0.7801587301587302,0.6567936507936507,232.0,232.0,127.0,100.0,
lb_25_r2_0p20_buf_1p05_entry_0p33,original_layer4,25,0.2,0p20,1.05,1p05,0.33,0p33,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.045324249354121715,0.19220590952890515,-0.25985142206544054,0.3273159201326747,153.0,157.0,0.12922,129.22,0.7976190476190477,0.6886111111111112,123.0,123.0,76.0,59.0,
lb_25_r2_0p20_buf_1p05_entry_0p33,original_layer4,25,0.2,0p20,1.05,1p05,0.33,0p33,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.16134557110802872,0.16625125993242829,-0.25800318489499274,-0.9741110187059241,42.0,60.0,0.0483,48.3,0.8333333333333334,0.7136904761904762,45.0,45.0,28.0,23.0,
lb_25_r2_0p20_buf_1p05_entry_0p25,original_layer4,25,0.2,0p20,1.05,1p05,0.25,0p25,full,Full,2016-12-30,2007-01-04,2432.0,0.0711310724573686,0.17720084516640386,-0.25563605151796653,0.47667990935372895,594.0,471.0,0.3865,386.5,0.7557565789473685,0.617907072368421,447.0,447.0,229.0,182.0,
lb_25_r2_0p20_buf_1p05_entry_0p25,original_layer4,25,0.2,0p20,1.05,1p05,0.25,0p25,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05_entry_0p25,original_layer4,25,0.2,0p20,1.05,1p05,0.25,0p25,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08149921819740769,0.17983794250976876,-0.255636051517966,0.526022498103888,277.0,258.0,0.21275,212.75,0.7801587301587302,0.6420634920634921,232.0,232.0,127.0,100.0,
lb_25_r2_0p20_buf_1p05_entry_0p25,original_layer4,25,0.2,0p20,1.05,1p05,0.25,0p25,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.051306938861955365,0.19132108685018373,-0.25563605151796653,0.3577797277995498,153.0,157.0,0.1265,126.5,0.7976190476190477,0.6755952380952381,123.0,123.0,76.0,59.0,
lb_25_r2_0p20_buf_1p05_entry_0p25,original_layer4,25,0.2,0p20,1.05,1p05,0.25,0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.152483496276138,0.16560603582375136,-0.2556360515179664,-0.9151227889635501,42.0,60.0,0.0475,47.5,0.8333333333333334,0.6994047619047619,45.0,45.0,28.0,23.0,
