candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,buffer_blocked_days,reason
lb_32_r2_0p50_buf_1p10,return_peak_watch,32,0.5,0p50,1.1,1p10,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p10,return_peak_watch,32,0.5,0p50,1.1,1p10,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09163078220246246,0.17265754383919604,-0.20243654859916127,0.594505778673079,495.0,104.0,0.158,158.0,0.6071428571428571,18.0,
lb_32_r2_0p50_buf_1p10,return_peak_watch,32,0.5,0p50,1.1,1p10,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07957042457222308,0.1649513599844496,-0.20243654859916183,0.5471078370619045,320.0,58.0,0.084,84.0,0.5767195767195767,10.0,
lb_32_r2_0p50_buf_1p10,return_peak_watch,32,0.5,0p50,1.1,1p10,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04428568066681271,0.13722263444485436,-0.20243654859916127,-0.26078360011128604,114.0,21.0,0.029,29.0,0.5476190476190477,4.0,
lb_32_r2_0p50_buf_1p15,return_peak_watch,32,0.5,0p50,1.15,1p15,full,Full,2016-12-30,2007-01-04,2432.0,0.10135084541542061,0.17638101665836836,-0.20243654859916138,0.6357110097879046,981.0,193.0,0.28900000000000003,289.0,0.5966282894736842,68.0,
lb_32_r2_0p50_buf_1p15,return_peak_watch,32,0.5,0p50,1.15,1p15,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p15,return_peak_watch,32,0.5,0p50,1.15,1p15,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08441438458326056,0.17269502318357882,-0.20243654859916194,0.5559937460428379,495.0,104.0,0.158,158.0,0.6071428571428571,24.0,
lb_32_r2_0p50_buf_1p15,return_peak_watch,32,0.5,0p50,1.15,1p15,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06674754376291014,0.16500442767606888,-0.2024365485991616,0.47454816706669944,320.0,58.0,0.084,84.0,0.5767195767195767,13.0,
lb_32_r2_0p50_buf_1p15,return_peak_watch,32,0.5,0p50,1.15,1p15,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04428568066681371,0.13722263444485439,-0.20243654859916183,-0.26078360011129326,114.0,21.0,0.029,29.0,0.5476190476190477,4.0,
lb_32_r2_0p50_buf_1p20,return_peak_watch,32,0.5,0p50,1.2,1p20,full,Full,2016-12-30,2007-01-04,2432.0,0.09607061050926502,0.17634370235554478,-0.20396358387916158,0.6085472113730811,981.0,193.0,0.28900000000000003,289.0,0.5966282894736842,79.0,
lb_32_r2_0p50_buf_1p20,return_peak_watch,32,0.5,0p50,1.2,1p20,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p20,return_peak_watch,32,0.5,0p50,1.2,1p20,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0836379089351047,0.17245182753042518,-0.20396358387916125,0.5523775990203453,495.0,104.0,0.158,158.0,0.6071428571428571,29.0,
lb_32_r2_0p50_buf_1p20,return_peak_watch,32,0.5,0p50,1.2,1p20,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06593544184205102,0.16496814120423664,-0.20396358387916058,0.46999765826833406,320.0,58.0,0.084,84.0,0.5767195767195767,16.0,
lb_32_r2_0p50_buf_1p20,return_peak_watch,32,0.5,0p50,1.2,1p20,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.046115515623090464,0.13716271869772892,-0.20396358387916091,-0.2749282960213462,114.0,21.0,0.029,29.0,0.5476190476190477,5.0,
lb_25_r2_0p20_buf_1p00,original_layer3,25,0.2,0p20,1.0,1p00,full,Full,2016-12-30,2007-01-04,2432.0,0.11152789826034915,0.19792733080311983,-0.3330619799357861,0.6333887991916926,594.0,297.0,0.47300000000000003,473.0,0.7557565789473685,0.0,
lb_25_r2_0p20_buf_1p00,original_layer3,25,0.2,0p20,1.0,1p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p00,original_layer3,25,0.2,0p20,1.0,1p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10726857404323176,0.19754298691109007,-0.3330619799357861,0.6149241131183849,277.0,158.0,0.254,254.0,0.7801587301587302,0.0,
lb_25_r2_0p20_buf_1p00,original_layer3,25,0.2,0p20,1.0,1p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.023834477075284966,0.20607644779614764,-0.33306197993578635,0.21773356470106933,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,0.0,
lb_25_r2_0p20_buf_1p00,original_layer3,25,0.2,0p20,1.0,1p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2182970790274068,0.17789259167281998,-0.2959453029211836,-1.2940470715078485,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,0.0,
lb_25_r2_0p20_buf_1p02,original_layer3,25,0.2,0p20,1.02,1p02,full,Full,2016-12-30,2007-01-04,2432.0,0.11452538942748247,0.19796326737135306,-0.33306197993578557,0.6469212167214907,594.0,295.0,0.46900000000000003,469.0,0.7557565789473685,10.0,
lb_25_r2_0p20_buf_1p02,original_layer3,25,0.2,0p20,1.02,1p02,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p02,original_layer3,25,0.2,0p20,1.02,1p02,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10751085379935033,0.19754187151766198,-0.33306197993578524,0.6160345677110636,277.0,158.0,0.254,254.0,0.7801587301587302,1.0,
lb_25_r2_0p20_buf_1p02,original_layer3,25,0.2,0p20,1.02,1p02,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.02420787708698957,0.20607520289217102,-0.33306197993578546,0.21950345280919525,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,1.0,
lb_25_r2_0p20_buf_1p02,original_layer3,25,0.2,0p20,1.02,1p02,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.21829707902740636,0.17789259167281996,-0.2959453029211834,-1.294047071507848,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,0.0,
lb_25_r2_0p20_buf_1p03,original_layer3,25,0.2,0p20,1.03,1p03,full,Full,2016-12-30,2007-01-04,2432.0,0.10826753512738208,0.19792365900778233,-0.33306197993578546,0.6185564136306009,594.0,294.0,0.4670000000000001,467.0,0.7557565789473685,16.0,
lb_25_r2_0p20_buf_1p03,original_layer3,25,0.2,0p20,1.03,1p03,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p03,original_layer3,25,0.2,0p20,1.03,1p03,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10180642189461908,0.1971638960154289,-0.333061979935786,0.5906419152596034,277.0,158.0,0.254,254.0,0.7801587301587302,4.0,
lb_25_r2_0p20_buf_1p03,original_layer3,25,0.2,0p20,1.03,1p03,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.02420787708698957,0.20607520289217102,-0.3330619799357851,0.21950345280919237,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,1.0,
lb_25_r2_0p20_buf_1p03,original_layer3,25,0.2,0p20,1.03,1p03,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.21829707902740603,0.17789259167282004,-0.29594530292118326,-1.294047071507848,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,0.0,
lb_25_r2_0p20_buf_1p05,original_layer3,25,0.2,0p20,1.05,1p05,full,Full,2016-12-30,2007-01-04,2432.0,0.0970575890823564,0.1986060863878517,-0.34544948386263197,0.5659172965540434,594.0,289.0,0.4570000000000001,457.0,0.7557565789473685,24.0,
lb_25_r2_0p20_buf_1p05,original_layer3,25,0.2,0p20,1.05,1p05,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p05,original_layer3,25,0.2,0p20,1.05,1p05,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08362067887654079,0.19810906947971285,-0.3454494838626325,0.5047558821723592,277.0,158.0,0.254,254.0,0.7801587301587302,9.0,
lb_25_r2_0p20_buf_1p05,original_layer3,25,0.2,0p20,1.05,1p05,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.005144571949816545,0.20755116335990068,-0.34544948386263263,0.0793540058552371,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,5.0,
lb_25_r2_0p20_buf_1p05,original_layer3,25,0.2,0p20,1.05,1p05,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.23281619131649645,0.17699202947088746,-0.30902220071738196,-1.4073567185479163,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,2.0,
lb_25_r2_0p20_buf_1p08,original_layer3,25,0.2,0p20,1.08,1p08,full,Full,2016-12-30,2007-01-04,2432.0,0.09536864535876766,0.1984569794837503,-0.34061506852792955,0.5584253978959806,594.0,289.0,0.4570000000000001,457.0,0.7557565789473685,42.0,
lb_25_r2_0p20_buf_1p08,original_layer3,25,0.2,0p20,1.08,1p08,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p08,original_layer3,25,0.2,0p20,1.08,1p08,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0802369466787003,0.19793121181092907,-0.3406150685279288,0.48922720076937304,277.0,158.0,0.254,254.0,0.7801587301587302,17.0,
lb_25_r2_0p20_buf_1p08,original_layer3,25,0.2,0p20,1.08,1p08,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.003657858266103986,0.2075565297292295,-0.34061506852792867,0.08655206553825098,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,10.0,
lb_25_r2_0p20_buf_1p08,original_layer3,25,0.2,0p20,1.08,1p08,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2271498827921027,0.176919681894214,-0.30391873874395925,-1.3664520029520433,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,4.0,
lb_25_r2_0p20_buf_1p10,original_layer3,25,0.2,0p20,1.1,1p10,full,Full,2016-12-30,2007-01-04,2432.0,0.0944431622127282,0.19837844280336184,-0.34061506852792856,0.5543065495723594,594.0,287.0,0.45300000000000007,453.0,0.7557565789473685,52.0,
lb_25_r2_0p20_buf_1p10,original_layer3,25,0.2,0p20,1.1,1p10,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p10,original_layer3,25,0.2,0p20,1.1,1p10,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.07554951011877531,0.1978405938062886,-0.3406150685279289,0.4673740312578401,277.0,157.0,0.252,252.0,0.7801587301587302,22.0,
lb_25_r2_0p20_buf_1p10,original_layer3,25,0.2,0p20,1.1,1p10,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.003208549056197829,0.207519325883228,-0.34061506852792856,0.08870293784427108,153.0,98.0,0.15200000000000002,152.0,0.7976190476190477,11.0,
lb_25_r2_0p20_buf_1p10,original_layer3,25,0.2,0p20,1.1,1p10,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2271498827921027,0.176919681894214,-0.30391873874395947,-1.3664520029520422,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,4.0,
lb_25_r2_0p20_buf_1p15,original_layer3,25,0.2,0p20,1.15,1p15,full,Full,2016-12-30,2007-01-04,2432.0,0.11207717226011593,0.19878569667139476,-0.3299877998416092,0.6340162636972514,594.0,280.0,0.43900000000000006,439.0,0.7557565789473685,82.0,
lb_25_r2_0p20_buf_1p15,original_layer3,25,0.2,0p20,1.15,1p15,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p15,original_layer3,25,0.2,0p20,1.15,1p15,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09486465341912931,0.1975039318233402,-0.32998779984161064,0.5579804289321298,277.0,155.0,0.24800000000000003,248.0,0.7801587301587302,34.0,
lb_25_r2_0p20_buf_1p15,original_layer3,25,0.2,0p20,1.15,1p15,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.029999622404155435,0.20674690604018237,-0.32998779984160953,0.2467820728061334,153.0,96.0,0.14800000000000002,148.0,0.7976190476190477,17.0,
lb_25_r2_0p20_buf_1p15,original_layer3,25,0.2,0p20,1.15,1p15,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.21469390228996132,0.17687506828093844,-0.29270003743944895,-1.276533387004065,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,5.0,
lb_25_r2_0p20_buf_1p20,original_layer3,25,0.2,0p20,1.2,1p20,full,Full,2016-12-30,2007-01-04,2432.0,0.10943008729603787,0.19882340110349717,-0.3291701499529627,0.6219496533196309,594.0,278.0,0.435,435.0,0.7557565789473685,105.0,
lb_25_r2_0p20_buf_1p20,original_layer3,25,0.2,0p20,1.2,1p20,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_25_r2_0p20_buf_1p20,original_layer3,25,0.2,0p20,1.2,1p20,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09484042093141509,0.19692330848317716,-0.32917014995296234,0.5589334747360801,277.0,155.0,0.248,248.0,0.7801587301587302,44.0,
lb_25_r2_0p20_buf_1p20,original_layer3,25,0.2,0p20,1.2,1p20,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.029281157249482215,0.20610846580953734,-0.329170149952963,0.24352161837316738,153.0,96.0,0.14800000000000002,148.0,0.7976190476190477,23.0,
lb_25_r2_0p20_buf_1p20,original_layer3,25,0.2,0p20,1.2,1p20,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.21373555340736727,0.17691900233079574,-0.2918368834021181,-1.2692852108447628,42.0,37.0,0.05500000000000001,55.0,0.8333333333333334,6.0,
