candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_exposure_effective,avg_final_exposure,avg_decay_multiplier_effective,avg_decay_multiplier_next,decay_day_ratio,trigger_count,recovery_count,reason
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,1.0,0.75,decay_0p55_rec_0p85_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08277327455742567,0.14952796724487055,-0.1750544873775084,0.6069600105127165,501.0,384.0,0.1926202108518395,192.62021085183952,0.6023809523809524,0.5526190476190476,0.5335079365079365,0.5337698412698413,0.9811507936507936,0.9811507936507936,0.07539682539682539,24.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,1.0,0.75,decay_0p55_rec_0p85_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07408577338586286,0.15042395431162217,-0.17505448737750828,0.5507249027168267,322.0,206.0,0.10979838266178048,109.79838266178047,0.5740740740740741,0.5291137566137566,0.5131349206349206,0.5135714285714286,0.984457671957672,0.984457671957672,0.062169312169312166,11.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,1.0,0.75,decay_0p55_rec_0p85_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05193543690615976,0.12348567442572472,-0.1750544873775095,0.47213452667392636,116.0,48.0,0.031047790097498924,31.047790097498925,0.5396825396825397,0.509563492063492,0.49765873015873013,0.5016269841269841,0.9920634920634921,0.9920634920634921,0.031746031746031744,3.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.0,decay_0p55_rec_0p85_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.085908653137718,0.15509120063379897,-0.20204751507383412,0.6091257995805464,1063.0,598.0,0.3619519474088821,361.9519474088821,0.5629111842105263,0.542890625,0.5091735197368421,0.5095847039473684,0.9666940789473685,0.9666940789473685,0.03330592105263158,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.0,decay_0p55_rec_0p85_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.0,decay_0p55_rec_0p85_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.07841841742526023,0.14380176520589108,-0.15350510018404906,0.5971704608830285,559.0,298.0,0.1954766539579055,195.47665395790548,0.5563492063492064,0.5526190476190476,0.5063253968253969,0.5065873015873016,0.953968253968254,0.953968253968254,0.046031746031746035,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.0,decay_0p55_rec_0p85_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07541384198999124,0.14432924133996347,-0.1465898690927696,0.5762468601494081,352.0,163.0,0.1112491514735797,111.24915147357967,0.5343915343915344,0.5291137566137566,0.488994708994709,0.48943121693121694,0.9603174603174603,0.9603174603174603,0.03968253968253968,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.0,decay_0p55_rec_0p85_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.08085715941008975,0.11750902292409784,-0.14658986909276894,0.7206851208541907,119.0,42.0,0.031046646673044152,31.046646673044155,0.5277777777777778,0.509563492063492,0.4936904761904762,0.49765873015873013,0.9880952380952381,0.9880952380952381,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.5,decay_0p55_rec_0p85_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08743403621743173,0.15743114581366696,-0.2135975508649608,0.6113224302401669,982.0,665.0,0.3601127840054713,360.1127840054713,0.5962171052631579,0.542890625,0.5258264802631579,0.5262376644736841,0.9833470394736842,0.9833470394736842,0.03330592105263158,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.5,decay_0p55_rec_0p85_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.5,decay_0p55_rec_0p85_c3_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08624225457675005,0.14764797163816926,-0.16920896435398014,0.6344014090869716,501.0,348.0,0.19359768653663928,193.5976865366393,0.6023809523809524,0.5526190476190476,0.5293412698412698,0.5296031746031745,0.976984126984127,0.976984126984127,0.046031746031746035,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.5,decay_0p55_rec_0p85_c3_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07579466116364397,0.14763432777646232,-0.1692089643539797,0.5690362302054806,322.0,189.0,0.11028274485344551,110.28274485344551,0.5740740740740741,0.5291137566137566,0.5088359788359789,0.5092724867724867,0.9801587301587301,0.9801587301587301,0.03968253968253968,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.5,decay_0p55_rec_0p85_c3_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05261112656875033,0.12099897069363258,-0.16920896435397925,0.4844949151833665,116.0,43.0,0.031033195523848686,31.033195523848686,0.5396825396825397,0.509563492063492,0.4996428571428571,0.5036111111111111,0.9940476190476191,0.9940476190476191,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.0879182050568923,0.16028700366370408,-0.21939240758688483,0.6060574413402888,982.0,665.0,0.359072257298737,359.07225729873693,0.5962171052631579,0.542890625,0.5341529605263158,0.5345641447368421,0.9916735197368421,0.9916735197368421,0.03330592105263158,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08974045409023024,0.15231260942727234,-0.1805545725075658,0.6407160386212188,501.0,348.0,0.1925671633754081,192.5671633754081,0.6023809523809524,0.5526190476190476,0.5408492063492064,0.5411111111111111,0.9884920634920635,0.9884920634920635,0.046031746031746035,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07561086041165677,0.151638326167547,-0.18055457250756535,0.5568863963824165,322.0,189.0,0.10977408407950351,109.77408407950351,0.5740740740740741,0.5291137566137566,0.5187566137566137,0.5191931216931217,0.9900793650793651,0.9900793650793651,0.03968253968253968,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p85_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.85,3.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.038434170040722915,0.12515756150588978,-0.18055457250756568,0.3642780336162889,116.0,43.0,0.031036399933503496,31.036399933503496,0.5396825396825397,0.509563492063492,0.5026190476190476,0.5065873015873016,0.9970238095238095,0.9970238095238095,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.0,decay_0p55_rec_0p95_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.06705803541251454,0.14988322482542946,-0.21892251295636522,0.5081461004355564,1125.0,607.0,0.3612865022406989,361.2865022406989,0.5374177631578947,0.542890625,0.4836800986842105,0.4840912828947368,0.9412006578947368,0.9412006578947368,0.05879934210526316,39.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.0,decay_0p55_rec_0p95_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.0,decay_0p55_rec_0p95_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04815964323692934,0.13670535427057437,-0.1819613721304384,0.41271494801336367,597.0,302.0,0.19547665395790553,195.4766539579055,0.5261904761904762,0.5526190476190476,0.4761666666666667,0.47642857142857137,0.9238095238095239,0.9238095238095239,0.0761904761904762,23.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.0,decay_0p55_rec_0p95_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07359771402509385,0.14117868815495857,-0.15150259463396887,0.5739404391155852,370.0,165.0,0.1112491514735797,111.24915147357967,0.5105820105820106,0.5291137566137566,0.4651851851851852,0.4656216931216931,0.9365079365079365,0.9365079365079365,0.06349206349206349,11.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.0,decay_0p55_rec_0p95_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.1378391625755062,0.11305540342601578,-0.12356444996788674,1.1991239478352334,124.0,43.0,0.03104664667304416,31.046646673044155,0.5079365079365079,0.509563492063492,0.47384920634920635,0.4778174603174603,0.9682539682539683,0.9682539682539683,0.031746031746031744,3.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.5,decay_0p55_rec_0p95_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.07819575212218521,0.15356752003901072,-0.22190004834728927,0.5672366415854413,982.0,725.0,0.3595582640056689,359.5582640056689,0.5962171052631579,0.542890625,0.5130797697368421,0.5134909539473684,0.9706003289473685,0.9706003289473685,0.05879934210526316,39.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.5,decay_0p55_rec_0p95_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.5,decay_0p55_rec_0p95_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.07113916124142117,0.14249872593732804,-0.16907062436400178,0.5538464269867103,501.0,385.0,0.19369876832843508,193.69876832843505,0.6023809523809524,0.5526190476190476,0.5142619047619048,0.5145238095238095,0.9619047619047619,0.9619047619047619,0.0761904761904762,23.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.5,decay_0p55_rec_0p95_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07498611827146417,0.14536748194554133,-0.15803814705550756,0.5704465081410043,322.0,207.0,0.11033344135960343,110.33344135960341,0.5740740740740741,0.5291137566137566,0.49693121693121695,0.49736772486772485,0.9682539682539683,0.9682539682539683,0.06349206349206349,11.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.5,decay_0p55_rec_0p95_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.08010695417586744,0.11796284689008056,-0.1580381470555079,0.7125101493622906,116.0,48.0,0.03104832840358925,31.04832840358925,0.5396825396825397,0.509563492063492,0.4897222222222222,0.4936904761904762,0.9841269841269841,0.9841269841269841,0.031746031746031744,3.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.75,decay_0p55_rec_0p95_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08335713152466528,0.15807922766396676,-0.2235098597444315,0.5857262844288913,982.0,725.0,0.35865471599751286,358.6547159975128,0.5962171052631579,0.542890625,0.5277796052631579,0.5281907894736841,0.9853001644736842,0.9853001644736842,0.05879934210526316,39.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.75,decay_0p55_rec_0p95_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.75,decay_0p55_rec_0p95_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08219948402248556,0.14942323997020165,-0.17505448737750873,0.6037320993775563,501.0,385.0,0.1926424981724004,192.6424981724004,0.6023809523809524,0.5526190476190476,0.5333095238095238,0.5335714285714286,0.9809523809523809,0.9809523809523809,0.0761904761904762,23.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.75,decay_0p55_rec_0p95_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07523172643965936,0.1503610304023853,-0.17505448737750884,0.5579855257883426,322.0,207.0,0.10981199690670071,109.8119969067007,0.5740740740740741,0.5291137566137566,0.5128042328042328,0.5132407407407408,0.9841269841269841,0.9841269841269841,0.06349206349206349,11.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c1_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,1.0,0.75,decay_0p55_rec_0p95_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05193543690615976,0.12348567442572472,-0.1750544873775095,0.47213452667392636,116.0,48.0,0.031047790097498924,31.047790097498925,0.5396825396825397,0.509563492063492,0.49765873015873013,0.5016269841269841,0.9920634920634921,0.9920634920634921,0.031746031746031744,3.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.0,decay_0p55_rec_0p95_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.08548809383743294,0.15494540351096286,-0.20204751507383412,0.6070526665983307,1065.0,598.0,0.3619519474088821,361.9519474088821,0.5620888157894737,0.542890625,0.5083511513157895,0.5087623355263158,0.9658717105263158,0.9658717105263158,0.03412828947368421,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.0,decay_0p55_rec_0p95_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.0,decay_0p55_rec_0p95_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0776124155790594,0.1434978905520621,-0.15350510018404884,0.592919803533416,561.0,298.0,0.19547665395790553,195.47665395790548,0.5547619047619048,0.5526190476190476,0.5047380952380952,0.505,0.9523809523809523,0.9523809523809523,0.047619047619047616,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.0,decay_0p55_rec_0p95_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.08000815161370789,0.14413269743819324,-0.14658986909276905,0.606421453887971,353.0,163.0,0.1112491514735797,111.24915147357967,0.533068783068783,0.5291137566137566,0.4876719576719577,0.4881084656084656,0.958994708994709,0.958994708994709,0.041005291005291,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.0,decay_0p55_rec_0p95_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.08085715941008975,0.11750902292409784,-0.14658986909276894,0.7206851208541907,119.0,42.0,0.031046646673044152,31.046646673044155,0.5277777777777778,0.509563492063492,0.4936904761904762,0.49765873015873013,0.9880952380952381,0.9880952380952381,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.5,decay_0p55_rec_0p95_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08722641664443231,0.15733213647351638,-0.2135975508649608,0.6103943363045172,982.0,667.0,0.3601409511242468,360.14095112424684,0.5962171052631579,0.542890625,0.5254152960526316,0.5258264802631579,0.9829358552631579,0.9829358552631579,0.03412828947368421,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.5,decay_0p55_rec_0p95_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.5,decay_0p55_rec_0p95_c3_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08584199058312492,0.14744410005966066,-0.16920896435398036,0.632574754522,501.0,350.0,0.1936258536554148,193.6258536554148,0.6023809523809524,0.5526190476190476,0.528547619047619,0.5288095238095237,0.9761904761904762,0.9761904761904762,0.047619047619047616,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.5,decay_0p55_rec_0p95_c3_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07809096557202233,0.14751688477151795,-0.16920896435398025,0.5838292845432437,322.0,190.0,0.1103009994398298,110.30099943982978,0.5740740740740741,0.5291137566137566,0.5081746031746032,0.5086111111111111,0.9794973544973545,0.9794973544973545,0.041005291005291,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p50,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.5,decay_0p55_rec_0p95_c3_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05261112656875033,0.12099897069363258,-0.16920896435397925,0.4844949151833665,116.0,43.0,0.031033195523848686,31.033195523848686,0.5396825396825397,0.509563492063492,0.4996428571428571,0.5036111111111111,0.9940476190476191,0.9940476190476191,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08781510000188475,0.160231655815696,-0.21939240758688483,0.6056198789454187,982.0,667.0,0.35909324524377606,359.09324524377604,0.5962171052631579,0.542890625,0.5339473684210526,0.5343585526315789,0.991467927631579,0.991467927631579,0.03412828947368421,16.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08954112041687012,0.1522001661348521,-0.1805545725075658,0.6398748634278246,501.0,350.0,0.1925881513204472,192.5881513204472,0.6023809523809524,0.5526190476190476,0.540452380952381,0.5407142857142857,0.9880952380952381,0.9880952380952381,0.047619047619047616,11.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07675844059633818,0.15157586201894052,-0.18055457250756568,0.5640896965825997,322.0,190.0,0.10978769832442374,109.78769832442374,0.5740740740740741,0.5291137566137566,0.518425925925926,0.5188624338624338,0.9897486772486772,0.9897486772486772,0.041005291005291,6.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p55_rec_0p95_c3_scale_0p75,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.038434170040722915,0.12515756150588978,-0.18055457250756568,0.3642780336162889,116.0,43.0,0.031036399933503496,31.036399933503496,0.5396825396825397,0.509563492063492,0.5026190476190476,0.5065873015873016,0.9970238095238095,0.9970238095238095,0.011904761904761904,2.0,0.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p65_rec_0p85_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.057692932688494736,0.1427368255018146,-0.20993650213903592,0.4645217720820373,1202.0,618.0,0.36461145376472115,364.6114537647212,0.5057565789473685,0.542890625,0.4522902960526316,0.45270148026315793,0.9095394736842105,0.9095394736842105,0.09046052631578948,64.0,4.0,
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p65_rec_0p85_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_0p65_rec_0p85_c1_scale_0p00,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.02918185663697792,0.1329991427628809,-0.20993650213903592,0.2830740197709296,626.0,308.0,0.19881164905977505,198.81164905977505,0.5031746031746032,0.5526190476190476,0.4531507936507937,0.4534126984126984,0.9007936507936508,0.9007936507936508,0.0992063492063492,32.0,3.0,
