,soymeal_etf,M0_main,near_major,near_major_contract,far_major,far_major_contract
2021-09-15,1.285,3534.0,,M2109,3534.0,M2201
2021-09-16,1.291,3548.0,,M2109,3548.0,M2201
2021-09-17,1.301,3570.0,,M2109,3570.0,M2201
2021-09-22,1.286,3536.0,,M2109,3536.0,M2201
2021-09-23,1.288,3535.0,,M2109,3535.0,M2201
2021-09-24,1.274,3510.0,,M2109,3510.0,M2201
2021-09-27,1.284,3538.0,,M2109,3538.0,M2201
2021-09-28,1.271,3491.0,,M2109,3491.0,M2201
2021-09-29,1.267,3478.0,,M2109,3478.0,M2201
2021-09-30,1.261,3464.0,,M2109,3464.0,M2201
2021-10-08,1.223,3350.0,3350.0,M2201,3094.0,M2205
2021-10-11,1.214,3325.0,3325.0,M2201,3090.0,M2205
2021-10-12,1.204,3299.0,3299.0,M2201,3091.0,M2205
2021-10-13,1.183,3236.0,3236.0,M2201,3037.0,M2205
2021-10-14,1.193,3265.0,3265.0,M2201,3034.0,M2205
2021-10-15,1.193,3263.0,3263.0,M2201,3039.0,M2205
2021-10-18,1.182,3230.0,3230.0,M2201,3027.0,M2205
2021-10-19,1.179,3224.0,3224.0,M2201,3017.0,M2205
2021-10-20,1.187,3237.0,3237.0,M2201,3024.0,M2205
2021-10-21,1.189,3254.0,3254.0,M2201,3027.0,M2205
2021-10-22,1.196,3278.0,3278.0,M2201,3045.0,M2205
2021-10-25,1.199,3289.0,3289.0,M2201,3054.0,M2205
2021-10-26,1.193,3270.0,3270.0,M2201,3039.0,M2205
2021-10-27,1.19,3257.0,3257.0,M2201,3029.0,M2205
2021-10-28,1.189,3259.0,3259.0,M2201,3055.0,M2205
2021-10-29,1.181,3233.0,3233.0,M2201,3045.0,M2205
2021-11-01,1.155,3159.0,3159.0,M2201,3008.0,M2205
2021-11-02,1.151,3143.0,3143.0,M2201,3003.0,M2205
2021-11-03,1.144,3130.0,3130.0,M2201,2961.0,M2205
2021-11-04,1.147,3135.0,3135.0,M2201,2969.0,M2205
2021-11-05,1.115,3051.0,3051.0,M2201,2906.0,M2205
2021-11-08,1.128,3088.0,3088.0,M2201,2928.0,M2205
2021-11-09,1.13,3091.0,3091.0,M2201,2926.0,M2205
2021-11-10,1.143,3123.0,3123.0,M2201,2955.0,M2205
2021-11-11,1.154,3159.0,3159.0,M2201,2977.0,M2205
2021-11-12,1.154,3155.0,3155.0,M2201,2998.0,M2205
2021-11-15,1.156,3161.0,3161.0,M2201,3008.0,M2205
2021-11-16,1.166,3192.0,3192.0,M2201,3033.0,M2205
2021-11-17,1.162,3188.0,3188.0,M2201,3023.0,M2205
2021-11-18,1.174,3213.0,3213.0,M2201,3048.0,M2205
2021-11-19,1.174,3218.0,3218.0,M2201,3054.0,M2205
2021-11-22,1.167,3202.0,3202.0,M2201,3045.0,M2205
2021-11-23,1.183,3245.0,3245.0,M2201,3086.0,M2205
2021-11-24,1.182,3251.0,3251.0,M2201,3097.0,M2205
2021-11-25,1.171,3213.0,3213.0,M2201,3075.0,M2205
2021-11-26,1.171,3216.0,3216.0,M2201,3067.0,M2205
2021-11-29,1.177,3237.0,3237.0,M2201,3081.0,M2205
2021-11-30,1.165,3200.0,3200.0,M2201,3045.0,M2205
2021-12-01,1.166,3202.0,3202.0,M2201,3049.0,M2205
2021-12-02,1.169,3203.0,3203.0,M2201,3051.0,M2205
2021-12-03,1.187,3257.0,3257.0,M2201,3105.0,M2205
2021-12-06,1.18,3080.0,3229.0,M2201,3080.0,M2205
2021-12-07,1.168,3043.0,3215.0,M2201,3043.0,M2205
2021-12-08,1.167,3037.0,3220.0,M2201,3037.0,M2205
2021-12-09,1.186,3096.0,3283.0,M2201,3096.0,M2205
2021-12-10,1.198,3124.0,3299.0,M2201,3124.0,M2205
2021-12-13,1.197,3124.0,3304.0,M2201,3124.0,M2205
2021-12-14,1.178,3073.0,3267.0,M2201,3073.0,M2205
2021-12-15,1.198,3124.0,3313.0,M2201,3124.0,M2205
2021-12-16,1.213,3168.0,3343.0,M2201,3168.0,M2205
2021-12-17,1.219,3174.0,3344.0,M2201,3174.0,M2205
2021-12-20,1.211,3159.0,3333.0,M2201,3159.0,M2205
2021-12-21,1.207,3153.0,3329.0,M2201,3153.0,M2205
2021-12-22,1.218,3179.0,3366.0,M2201,3179.0,M2205
2021-12-23,1.245,3246.0,3454.0,M2201,3246.0,M2205
2021-12-24,1.252,3263.0,3505.0,M2201,3263.0,M2205
2021-12-27,1.239,3230.0,3471.0,M2201,3230.0,M2205
2021-12-28,1.249,3258.0,3474.0,M2201,3258.0,M2205
2021-12-29,1.234,3226.0,3464.0,M2201,3226.0,M2205
2021-12-30,1.24,3232.0,3470.0,M2201,3232.0,M2205
2021-12-31,1.221,3189.0,3365.0,M2201,3189.0,M2205
2022-01-04,1.245,3250.0,3434.0,M2201,3250.0,M2205
2022-01-05,1.262,3293.0,3466.0,M2201,3293.0,M2205
2022-01-06,1.232,3215.0,3459.0,M2201,3215.0,M2205
2022-01-07,1.234,3225.0,,M2201,3225.0,M2205
2022-01-10,1.237,3231.0,3483.0,M2201,3231.0,M2205
2022-01-11,1.235,3229.0,3472.0,M2201,3229.0,M2205
2022-01-12,1.241,3247.0,3446.0,M2201,3247.0,M2205
2022-01-13,1.242,3243.0,,M2201,3243.0,M2205
2022-01-14,1.223,3186.0,,M2201,3186.0,M2205
2022-01-17,1.215,3170.0,,M2201,3170.0,M2205
2022-01-18,1.209,3156.0,,M2201,3156.0,M2205
2022-01-19,1.22,3177.0,,M2201,3177.0,M2205
2022-01-20,1.246,3243.0,,M2201,3243.0,M2205
2022-01-21,1.255,3270.0,,M2201,3270.0,M2205
2022-01-24,1.25,3253.0,,M2201,3253.0,M2205
2022-01-25,1.246,3248.0,,M2201,3248.0,M2205
2022-01-26,1.245,3260.0,,M2201,3260.0,M2205
2022-01-27,1.284,3338.0,,M2201,3338.0,M2205
2022-01-28,1.294,3378.0,,M2201,3378.0,M2205
2022-02-07,1.409,3636.0,3636.0,M2205,3659.0,M2209
2022-02-08,1.418,3695.0,3695.0,M2205,3690.0,M2209
2022-02-09,1.442,3748.0,3748.0,M2205,3691.0,M2209
2022-02-10,1.465,3814.0,3814.0,M2205,3757.0,M2209
2022-02-11,1.438,3745.0,3745.0,M2205,3701.0,M2209
2022-02-14,1.43,3724.0,3724.0,M2205,3686.0,M2209
2022-02-15,1.415,3687.0,3687.0,M2205,3669.0,M2209
2022-02-16,1.42,3708.0,3708.0,M2205,3686.0,M2209
2022-02-17,1.45,3769.0,3769.0,M2205,3739.0,M2209
2022-02-18,1.452,3781.0,3781.0,M2205,3736.0,M2209
2022-02-21,1.462,3803.0,3803.0,M2205,3756.0,M2209
2022-02-22,1.492,3877.0,3877.0,M2205,3797.0,M2209
2022-02-23,1.504,3906.0,3906.0,M2205,3823.0,M2209
2022-02-24,1.568,4062.0,4062.0,M2205,3919.0,M2209
2022-02-25,1.502,3918.0,3918.0,M2205,3810.0,M2209
2022-02-28,1.484,3862.0,3862.0,M2205,3747.0,M2209
2022-03-01,1.504,3911.0,3911.0,M2205,3778.0,M2209
2022-03-02,1.504,3903.0,3903.0,M2205,3774.0,M2209
2022-03-03,1.502,3895.0,3895.0,M2205,3773.0,M2209
2022-03-04,1.5,3902.0,3902.0,M2205,3769.0,M2209
2022-03-07,1.576,4089.0,4089.0,M2205,3911.0,M2209
2022-03-08,1.6,4153.0,4153.0,M2205,3956.0,M2209
2022-03-09,1.624,4222.0,4222.0,M2205,4038.0,M2209
2022-03-10,1.583,4130.0,4130.0,M2205,3987.0,M2209
2022-03-11,1.61,4186.0,4186.0,M2205,4030.0,M2209
2022-03-14,1.624,4219.0,4219.0,M2205,4047.0,M2209
2022-03-15,1.581,4121.0,4121.0,M2205,3955.0,M2209
2022-03-16,1.61,4194.0,4194.0,M2205,4006.0,M2209
2022-03-17,1.605,4176.0,4176.0,M2205,3981.0,M2209
2022-03-18,1.641,4269.0,4269.0,M2205,4075.0,M2209
2022-03-21,1.646,4277.0,4277.0,M2205,4110.0,M2209
2022-03-22,1.697,4395.0,4395.0,M2205,4235.0,M2209
2022-03-23,1.697,4407.0,4407.0,M2205,4269.0,M2209
2022-03-24,1.687,4388.0,4388.0,M2205,4260.0,M2209
2022-03-25,1.674,4347.0,4347.0,M2205,4198.0,M2209
2022-03-28,1.647,4260.0,4260.0,M2205,4160.0,M2209
2022-03-29,1.629,4187.0,4187.0,M2205,4090.0,M2209
2022-03-30,1.583,4105.0,4105.0,M2205,4017.0,M2209
2022-03-31,1.59,4038.0,4106.0,M2205,4038.0,M2209
2022-04-01,1.501,3808.0,3883.0,M2205,3808.0,M2209
2022-04-06,1.517,3856.0,3925.0,M2205,3856.0,M2209
2022-04-07,1.509,3829.0,3904.0,M2205,3829.0,M2209
2022-04-08,1.526,3880.0,3971.0,M2205,3880.0,M2209
2022-04-11,1.554,3939.0,4040.0,M2205,3939.0,M2209
2022-04-12,1.542,3923.0,4023.0,M2205,3923.0,M2209
2022-04-13,1.541,3905.0,4023.0,M2205,3905.0,M2209
2022-04-14,1.547,3928.0,4056.0,M2205,3928.0,M2209
2022-04-15,1.547,3923.0,4043.0,M2205,3923.0,M2209
2022-04-18,1.549,3934.0,4055.0,M2205,3934.0,M2209
2022-04-19,1.588,4029.0,4133.0,M2205,4029.0,M2209
2022-04-20,1.607,4064.0,4183.0,M2205,4064.0,M2209
2022-04-21,1.632,4118.0,4249.0,M2205,4118.0,M2209
2022-04-22,1.607,4075.0,4188.0,M2205,4075.0,M2209
2022-04-25,1.553,3956.0,4087.0,M2205,3956.0,M2209
2022-04-26,1.566,3983.0,4101.0,M2205,3983.0,M2209
2022-04-27,1.573,4001.0,4111.0,M2205,4001.0,M2209
2022-04-28,1.603,4063.0,4166.0,M2205,4063.0,M2209
2022-04-29,1.607,4073.0,4180.0,M2205,4073.0,M2209
2022-05-05,1.597,4050.0,4159.0,M2205,4050.0,M2209
2022-05-06,1.565,3979.0,4113.0,M2205,3979.0,M2209
2022-05-09,1.537,3900.0,4015.0,M2205,3900.0,M2209
2022-05-10,1.547,3927.0,4039.0,M2205,3927.0,M2209
2022-05-11,1.55,3931.0,4030.0,M2205,3931.0,M2209
2022-05-12,1.55,3933.0,3995.0,M2205,3933.0,M2209
2022-05-13,1.599,4054.0,4056.0,M2205,4054.0,M2209
2022-05-16,1.637,4141.0,,M2205,4141.0,M2209
2022-05-17,1.631,4129.0,,M2205,4129.0,M2209
2022-05-18,1.63,4133.0,,M2205,4133.0,M2209
2022-05-19,1.624,4114.0,,M2205,4114.0,M2209
2022-05-20,1.646,4174.0,,M2205,4174.0,M2209
2022-05-23,1.653,4188.0,,M2205,4188.0,M2209
2022-05-24,1.616,4098.0,,M2205,4098.0,M2209
2022-05-25,1.622,4106.0,,M2205,4106.0,M2209
2022-05-26,1.626,4117.0,,M2205,4117.0,M2209
2022-05-27,1.664,4200.0,,M2205,4200.0,M2209
2022-05-30,1.654,4193.0,,M2205,4193.0,M2209
2022-05-31,1.662,4212.0,,M2205,4212.0,M2209
2022-06-01,1.632,4132.0,4132.0,M2209,3875.0,M2301
2022-06-02,1.632,4145.0,4145.0,M2209,3874.0,M2301
2022-06-06,1.637,4146.0,4146.0,M2209,3884.0,M2301
2022-06-07,1.623,4123.0,4123.0,M2209,3864.0,M2301
2022-06-08,1.654,4193.0,4193.0,M2209,3922.0,M2301
2022-06-09,1.652,4186.0,4186.0,M2209,3920.0,M2301
2022-06-10,1.681,4264.0,4264.0,M2209,3972.0,M2301
2022-06-13,1.642,4165.0,4165.0,M2209,3907.0,M2301
2022-06-14,1.636,4138.0,4138.0,M2209,3876.0,M2301
2022-06-15,1.623,4104.0,4104.0,M2209,3851.0,M2301
2022-06-16,1.625,4118.0,4118.0,M2209,3864.0,M2301
2022-06-17,1.65,4188.0,4188.0,M2209,3928.0,M2301
2022-06-20,1.629,4129.0,4129.0,M2209,3876.0,M2301
2022-06-21,1.616,4094.0,4094.0,M2209,3826.0,M2301
2022-06-22,1.589,4025.0,4025.0,M2209,3759.0,M2301
2022-06-23,1.517,3850.0,3850.0,M2209,3642.0,M2301
2022-06-24,1.494,3783.0,3783.0,M2209,3597.0,M2301
2022-06-27,1.511,3825.0,3825.0,M2209,3610.0,M2301
2022-06-28,1.539,3897.0,3897.0,M2209,3666.0,M2301
2022-06-29,1.531,3881.0,3881.0,M2209,3661.0,M2301
2022-06-30,1.542,3909.0,3909.0,M2209,3691.0,M2301
2022-07-01,1.527,3874.0,3874.0,M2209,3668.0,M2301
2022-07-04,1.51,3837.0,3837.0,M2209,3608.0,M2301
2022-07-05,1.514,3835.0,3835.0,M2209,3582.0,M2301
2022-07-06,1.499,3800.0,3800.0,M2209,3544.0,M2301
2022-07-07,1.531,3878.0,3878.0,M2209,3605.0,M2301
2022-07-08,1.541,3904.0,3904.0,M2209,3642.0,M2301
2022-07-11,1.578,3986.0,3986.0,M2209,3724.0,M2301
2022-07-12,1.571,3957.0,3957.0,M2209,3695.0,M2301
2022-07-13,1.543,3910.0,3910.0,M2209,3640.0,M2301
2022-07-14,1.563,3963.0,3963.0,M2209,3674.0,M2301
2022-07-15,1.543,3906.0,3906.0,M2209,3612.0,M2301
2022-07-18,1.569,3965.0,3965.0,M2209,3676.0,M2301
2022-07-19,1.538,3898.0,3898.0,M2209,3629.0,M2301
2022-07-20,1.504,3809.0,3809.0,M2209,3524.0,M2301
2022-07-21,1.509,3820.0,3820.0,M2209,3530.0,M2301
2022-07-22,1.485,3759.0,3759.0,M2209,3469.0,M2301
2022-07-25,1.497,3791.0,3791.0,M2209,3493.0,M2301
2022-07-26,1.539,3898.0,3898.0,M2209,3579.0,M2301
2022-07-27,1.55,3920.0,3920.0,M2209,3612.0,M2301
2022-07-28,1.564,3962.0,3962.0,M2209,3660.0,M2301
2022-07-29,1.572,3988.0,3988.0,M2209,3680.0,M2301
2022-08-01,1.579,4008.0,4008.0,M2209,3674.0,M2301
2022-08-02,1.557,3956.0,3956.0,M2209,3610.0,M2301
2022-08-03,1.557,3970.0,3970.0,M2209,3600.0,M2301
2022-08-04,1.546,3946.0,3946.0,M2209,3577.0,M2301
2022-08-05,1.607,4079.0,4079.0,M2209,3717.0,M2301
2022-08-08,1.592,4033.0,4033.0,M2209,3680.0,M2301
2022-08-09,1.592,4009.0,4009.0,M2209,3685.0,M2301
2022-08-10,1.607,4063.0,4063.0,M2209,3716.0,M2301
2022-08-11,1.608,3721.0,4055.0,M2209,3721.0,M2301
2022-08-12,1.624,3761.0,4113.0,M2209,3761.0,M2301
2022-08-15,1.595,3686.0,4057.0,M2209,3686.0,M2301
2022-08-16,1.589,3675.0,4069.0,M2209,3675.0,M2301
2022-08-17,1.583,3655.0,4072.0,M2209,3655.0,M2301
2022-08-18,1.576,3639.0,4077.0,M2209,3639.0,M2301
2022-08-19,1.594,3687.0,4133.0,M2209,3687.0,M2301
2022-08-22,1.6,3698.0,4158.0,M2209,3698.0,M2301
2022-08-23,1.668,3853.0,4332.0,M2209,3853.0,M2301
2022-08-24,1.686,3882.0,4355.0,M2209,3882.0,M2301
2022-08-25,1.656,3832.0,4332.0,M2209,3832.0,M2301
2022-08-26,1.631,3773.0,4261.0,M2209,3773.0,M2301
2022-08-29,1.639,3789.0,4275.0,M2209,3789.0,M2301
2022-08-30,1.628,3762.0,4313.0,M2209,3762.0,M2301
2022-08-31,1.639,3789.0,4395.0,M2209,3789.0,M2301
2022-09-01,1.631,3773.0,4370.0,M2209,3773.0,M2301
2022-09-02,1.657,3820.0,4465.0,M2209,3820.0,M2301
2022-09-05,1.675,3864.0,4500.0,M2209,3864.0,M2301
2022-09-06,1.649,3811.0,4519.0,M2209,3811.0,M2301
2022-09-07,1.661,3840.0,4610.0,M2209,3840.0,M2301
2022-09-08,1.661,3838.0,4719.0,M2209,3838.0,M2301
2022-09-09,1.666,3852.0,4733.0,M2209,3852.0,M2301
2022-09-13,1.758,4060.0,4955.0,M2209,4060.0,M2301
2022-09-14,1.75,4042.0,4970.0,M2209,4042.0,M2301
2022-09-15,1.726,3985.0,4911.0,M2209,3985.0,M2301
2022-09-16,1.73,3999.0,,M2209,3999.0,M2301
2022-09-19,1.735,4000.0,,M2209,4000.0,M2301
2022-09-20,1.743,4011.0,,M2209,4011.0,M2301
2022-09-21,1.763,4058.0,,M2209,4058.0,M2301
2022-09-22,1.769,4077.0,,M2209,4077.0,M2301
2022-09-23,1.753,4047.0,,M2209,4047.0,M2301
2022-09-26,1.741,4014.0,,M2209,4014.0,M2301
2022-09-27,1.745,4036.0,,M2209,4036.0,M2301
2022-09-28,1.762,4060.0,,M2209,4060.0,M2301
2022-09-29,1.8,4141.0,,M2209,4141.0,M2301
2022-09-30,1.774,4099.0,,M2209,4099.0,M2301
2022-10-10,1.779,4093.0,4093.0,M2301,3649.0,M2305
2022-10-11,1.755,4045.0,4045.0,M2301,3626.0,M2305
2022-10-12,1.769,4076.0,4076.0,M2301,3607.0,M2305
2022-10-13,1.773,4078.0,4078.0,M2301,3602.0,M2305
2022-10-14,1.805,4163.0,4163.0,M2301,3686.0,M2305
2022-10-17,1.76,4054.0,4054.0,M2301,3635.0,M2305
2022-10-18,1.737,4003.0,4003.0,M2301,3604.0,M2305
2022-10-19,1.735,3988.0,3988.0,M2301,3588.0,M2305
2022-10-20,1.743,4014.0,4014.0,M2301,3579.0,M2305
2022-10-21,1.741,4008.0,4008.0,M2301,3587.0,M2305
2022-10-24,1.755,4052.0,4052.0,M2301,3619.0,M2305
2022-10-25,1.752,4036.0,4036.0,M2301,3624.0,M2305
2022-10-26,1.778,4102.0,4102.0,M2301,3657.0,M2305
2022-10-27,1.769,4073.0,4073.0,M2301,3622.0,M2305
2022-10-28,1.754,4042.0,4042.0,M2301,3593.0,M2305
2022-10-31,1.783,4111.0,4111.0,M2301,3617.0,M2305
2022-11-01,1.834,4234.0,4234.0,M2301,3724.0,M2305
2022-11-02,1.827,4201.0,4201.0,M2301,3714.0,M2305
2022-11-03,1.825,4210.0,4210.0,M2301,3734.0,M2305
2022-11-04,1.823,4188.0,4188.0,M2301,3727.0,M2305
2022-11-07,1.833,4218.0,4218.0,M2301,3742.0,M2305
2022-11-08,1.847,4251.0,4251.0,M2301,3762.0,M2305
2022-11-09,1.849,4260.0,4260.0,M2301,3792.0,M2305
2022-11-10,1.868,4297.0,4297.0,M2301,3808.0,M2305
2022-11-11,1.838,4234.0,4234.0,M2301,3743.0,M2305
2022-11-14,1.807,4163.0,4163.0,M2301,3672.0,M2305
2022-11-15,1.804,4149.0,4149.0,M2301,3663.0,M2305
2022-11-16,1.813,4169.0,4169.0,M2301,3680.0,M2305
2022-11-17,1.803,4143.0,4143.0,M2301,3650.0,M2305
2022-11-18,1.787,4109.0,4109.0,M2301,3639.0,M2305
2022-11-21,1.796,4139.0,4139.0,M2301,3649.0,M2305
2022-11-22,1.81,4168.0,4168.0,M2301,3656.0,M2305
2022-11-23,1.831,4212.0,4212.0,M2301,3663.0,M2305
2022-11-24,1.851,4256.0,4256.0,M2301,3679.0,M2305
2022-11-25,1.868,4303.0,4303.0,M2301,3694.0,M2305
2022-11-28,1.836,4220.0,4220.0,M2301,3639.0,M2305
2022-11-29,1.852,4261.0,4261.0,M2301,3671.0,M2305
2022-11-30,1.868,4298.0,4298.0,M2301,3659.0,M2305
2022-12-01,1.861,4276.0,4276.0,M2301,3643.0,M2305
2022-12-02,1.858,4281.0,4281.0,M2301,3626.0,M2305
2022-12-05,1.844,4249.0,4249.0,M2301,3627.0,M2305
2022-12-06,1.857,4261.0,4261.0,M2301,3655.0,M2305
2022-12-07,1.878,4285.0,4285.0,M2301,3689.0,M2305
2022-12-08,1.925,4428.0,4428.0,M2301,3783.0,M2305
2022-12-09,1.944,4444.0,4444.0,M2301,3814.0,M2305
2022-12-12,1.914,4377.0,4377.0,M2301,3756.0,M2305
2022-12-13,1.909,4369.0,4369.0,M2301,3744.0,M2305
2022-12-14,1.895,4289.0,4289.0,M2301,3706.0,M2305
2022-12-15,1.901,4289.0,4289.0,M2301,3722.0,M2305
2022-12-16,1.916,4292.0,4292.0,M2301,3752.0,M2305
2022-12-19,1.89,3704.0,4267.0,M2301,3704.0,M2305
2022-12-20,1.901,3719.0,4309.0,M2301,3719.0,M2305
2022-12-21,1.917,3758.0,4350.0,M2301,3758.0,M2305
2022-12-22,1.929,3775.0,4351.0,M2301,3775.0,M2305
2022-12-23,1.933,3788.0,4377.0,M2301,3788.0,M2305
2022-12-26,1.977,3878.0,4450.0,M2301,3878.0,M2305
2022-12-27,1.985,3893.0,4492.0,M2301,3893.0,M2305
2022-12-28,1.96,3839.0,4465.0,M2301,3839.0,M2305
2022-12-29,1.986,3882.0,4512.0,M2301,3882.0,M2305
2022-12-30,2.01,3936.0,4688.0,M2301,3936.0,M2305
2023-01-03,2.015,3943.0,4647.0,M2301,3943.0,M2305
2023-01-04,1.974,3866.0,4569.0,M2301,3866.0,M2305
2023-01-05,1.954,3831.0,4530.0,M2301,3831.0,M2305
2023-01-06,1.938,3797.0,4530.0,M2301,3797.0,M2305
2023-01-09,1.949,3819.0,4575.0,M2301,3819.0,M2305
2023-01-10,1.929,3782.0,4580.0,M2301,3782.0,M2305
2023-01-11,1.95,3820.0,4610.0,M2301,3820.0,M2305
2023-01-12,1.979,3877.0,4715.0,M2301,3877.0,M2305
2023-01-13,2.0,3916.0,4387.0,M2301,3916.0,M2305
2023-01-16,1.989,3899.0,4501.0,M2301,3899.0,M2305
2023-01-17,1.98,3884.0,,M2301,3884.0,M2305
2023-01-18,2.013,3952.0,,M2301,3952.0,M2305
2023-01-19,1.982,3886.0,,M2301,3886.0,M2305
2023-01-20,1.963,3841.0,,M2301,3841.0,M2305
2023-01-30,1.989,3899.0,,M2301,3899.0,M2305
2023-01-31,1.992,3906.0,,M2301,3906.0,M2305
2023-02-01,1.987,3890.0,3890.0,M2305,3861.0,M2309
2023-02-02,1.981,3876.0,3876.0,M2305,3860.0,M2309
2023-02-03,1.989,3891.0,3891.0,M2305,3872.0,M2309
2023-02-06,2.002,3922.0,3922.0,M2305,3910.0,M2309
2023-02-07,1.978,3867.0,3867.0,M2305,3858.0,M2309
2023-02-08,1.98,3866.0,3866.0,M2305,3855.0,M2309
2023-02-09,1.954,3819.0,3819.0,M2305,3810.0,M2309
2023-02-10,1.965,3853.0,3853.0,M2305,3845.0,M2309
2023-02-13,1.978,3882.0,3882.0,M2305,3867.0,M2309
2023-02-14,1.979,3881.0,3881.0,M2305,3873.0,M2309
2023-02-15,1.959,3838.0,3838.0,M2305,3832.0,M2309
2023-02-16,1.96,3835.0,3835.0,M2305,3839.0,M2309
2023-02-17,1.952,3828.0,3828.0,M2305,3843.0,M2309
2023-02-20,1.969,3866.0,3866.0,M2305,3882.0,M2309
2023-02-21,1.966,3857.0,3857.0,M2305,3879.0,M2309
2023-02-22,1.974,3874.0,3874.0,M2305,3888.0,M2309
2023-02-23,1.959,3840.0,3840.0,M2305,3859.0,M2309
2023-02-24,1.969,3859.0,3859.0,M2305,3880.0,M2309
2023-02-27,1.951,3825.0,3825.0,M2305,3850.0,M2309
2023-02-28,1.929,3775.0,3775.0,M2305,3804.0,M2309
2023-03-01,1.914,3745.0,3745.0,M2305,3771.0,M2309
2023-03-02,1.907,3736.0,3736.0,M2305,3763.0,M2309
2023-03-03,1.922,3763.0,3763.0,M2305,3790.0,M2309
2023-03-06,1.93,3782.0,3782.0,M2305,3807.0,M2309
2023-03-07,1.943,3806.0,3806.0,M2305,3835.0,M2309
2023-03-08,1.939,3800.0,3800.0,M2305,3830.0,M2309
2023-03-09,1.947,3820.0,3820.0,M2305,3848.0,M2309
2023-03-10,1.938,3799.0,3799.0,M2305,3828.0,M2309
2023-03-13,1.943,3809.0,3809.0,M2305,3834.0,M2309
2023-03-14,1.922,3765.0,3765.0,M2305,3796.0,M2309
2023-03-15,1.924,3768.0,3768.0,M2305,3803.0,M2309
2023-03-16,1.912,3745.0,3745.0,M2305,3776.0,M2309
2023-03-17,1.893,3701.0,3701.0,M2305,3750.0,M2309
2023-03-20,1.838,3599.0,3599.0,M2305,3668.0,M2309
2023-03-21,1.859,3640.0,3640.0,M2305,3693.0,M2309
2023-03-22,1.84,3602.0,3602.0,M2305,3661.0,M2309
2023-03-23,1.81,3544.0,3544.0,M2305,3600.0,M2309
2023-03-24,1.79,3507.0,3507.0,M2305,3563.0,M2309
2023-03-27,1.779,3486.0,3486.0,M2305,3556.0,M2309
2023-03-28,1.8,3523.0,3523.0,M2305,3597.0,M2309
2023-03-29,1.803,3535.0,3535.0,M2305,3600.0,M2309
2023-03-30,1.802,3532.0,3532.0,M2305,3594.0,M2309
2023-03-31,1.793,3511.0,3511.0,M2305,3569.0,M2309
2023-04-03,1.847,3638.0,3638.0,M2305,3681.0,M2309
2023-04-04,1.864,3668.0,3668.0,M2305,3688.0,M2309
2023-04-06,1.836,3598.0,3598.0,M2305,3637.0,M2309
2023-04-07,1.82,3562.0,3562.0,M2305,3607.0,M2309
2023-04-10,1.813,3551.0,3551.0,M2305,3587.0,M2309
2023-04-11,1.818,3598.0,3579.0,M2305,3598.0,M2309
2023-04-12,1.795,3556.0,3563.0,M2305,3556.0,M2309
2023-04-13,1.82,3607.0,3655.0,M2305,3607.0,M2309
2023-04-14,1.796,3551.0,3624.0,M2305,3551.0,M2309
2023-04-17,1.796,3563.0,3676.0,M2305,3563.0,M2309
2023-04-18,1.815,3595.0,3770.0,M2305,3595.0,M2309
2023-04-19,1.764,3490.0,3633.0,M2305,3490.0,M2309
2023-04-20,1.738,3445.0,3619.0,M2305,3445.0,M2309
2023-04-21,1.718,3405.0,3537.0,M2305,3405.0,M2309
2023-04-24,1.731,3431.0,3595.0,M2305,3431.0,M2309
2023-04-25,1.728,3425.0,3554.0,M2305,3425.0,M2309
2023-04-26,1.75,3472.0,3632.0,M2305,3472.0,M2309
2023-04-27,1.74,3450.0,3606.0,M2305,3450.0,M2309
2023-04-28,1.765,3497.0,3654.0,M2305,3497.0,M2309
2023-05-04,1.756,3469.0,3750.0,M2305,3469.0,M2309
2023-05-05,1.778,3518.0,3747.0,M2305,3518.0,M2309
2023-05-08,1.788,3544.0,3815.0,M2305,3544.0,M2309
2023-05-09,1.78,3527.0,3819.0,M2305,3527.0,M2309
2023-05-10,1.756,3481.0,3800.0,M2305,3481.0,M2309
2023-05-11,1.759,3484.0,3733.0,M2305,3484.0,M2309
2023-05-12,1.788,3537.0,3850.0,M2305,3537.0,M2309
2023-05-15,1.77,3506.0,3905.0,M2305,3506.0,M2309
2023-05-16,1.792,3548.0,3986.0,M2305,3548.0,M2309
2023-05-17,1.754,3475.0,3984.0,M2305,3475.0,M2309
2023-05-18,1.76,3489.0,,M2305,3489.0,M2309
2023-05-19,1.741,3453.0,,M2305,3453.0,M2309
2023-05-22,1.739,3440.0,,M2305,3440.0,M2309
2023-05-23,1.76,3488.0,,M2305,3488.0,M2309
2023-05-24,1.74,3446.0,,M2305,3446.0,M2309
2023-05-25,1.736,3434.0,,M2305,3434.0,M2309
2023-05-26,1.747,3451.0,,M2305,3451.0,M2309
2023-05-29,1.73,3424.0,,M2305,3424.0,M2309
2023-05-30,1.728,3416.0,,M2305,3416.0,M2309
2023-05-31,1.707,3379.0,,M2305,3379.0,M2309
2023-06-01,1.74,3444.0,3444.0,M2309,3343.0,M2401
2023-06-02,1.716,3398.0,3398.0,M2309,3318.0,M2401
2023-06-05,1.768,3499.0,3499.0,M2309,3397.0,M2401
2023-06-06,1.777,3505.0,3505.0,M2309,3391.0,M2401
2023-06-07,1.757,3478.0,3478.0,M2309,3370.0,M2401
2023-06-08,1.757,3481.0,3481.0,M2309,3367.0,M2401
2023-06-09,1.766,3494.0,3494.0,M2309,3380.0,M2401
